date,close,ema_20,ema_50,ema_200,bull_regime,bear_regime,neutral_regime,regime
2025-10-30,25877.849609375,25580.385062466245,25265.742446697874,24742.62107901808,True,False,False,BULL
2025-10-31,25722.099609375,25593.881685981363,25283.638806018545,24752.367134046508,True,False,False,BULL
2025-11-03,25763.349609375,25610.021488209328,25302.45099438547,24762.426661164205,True,False,False,BULL
2025-11-04,25597.650390625,25608.84328843939,25314.02744129682,24770.737345039437,True,False,False,BULL
2025-11-06,25509.69921875,25599.40099608802,25321.700844334202,24778.09019950422,True,False,False,BULL
2025-11-07,25492.30078125,25589.20097562726,25328.39103793874,24785.19677245691,True,False,False,BULL
2025-11-10,25574.349609375,25587.786559793713,25338.03647211271,24793.04903949092,True,False,False,BULL
2025-11-11,25694.94921875,25597.99252731336,25352.033050412214,24802.02317062783,True,False,False,BULL
2025-11-12,25875.80078125,25624.450456259707,25372.572961425463,24812.707524962378,True,False,False,BULL
2025-11-13,25879.150390625,25648.707592865925,25392.438742962702,24823.318896760014,True,False,False,BULL
2025-11-14,25910.05078125,25673.597420331076,25412.73725426809,24834.132149342004,True,False,False,BULL
2025-11-17,26013.44921875,25705.964258275737,25436.294586208558,24845.86664754507,True,False,False,BULL
2025-11-18,25910.05078125,25725.401069987573,25454.87326052391,24856.455544397857,True,False,False,BULL
2025-11-19,26052.650390625,25756.567671953042,25478.31550092003,24868.357980678724,True,False,False,BULL
2025-11-20,26192.150390625,25798.05174039799,25506.3090260065,24881.530044459287,True,False,False,BULL
2025-11-21,26068.150390625,25823.77542137199,25528.342020697422,24893.337212082824,True,False,False,BULL
2025-11-24,25959.5,25836.701571717513,25545.250176748505,24903.945797037224,True,False,False,BULL
2025-11-25,25884.80078125,25841.282448815844,25558.565886728957,24913.70554812392,True,False,False,BULL
2025-11-26,26205.30078125,25875.95086142862,25583.928039455273,24926.55724198587,True,False,False,BULL
2025-11-27,26215.55078125,25908.293710935417,25608.69755874134,24939.383048346706,True,False,False,BULL
2025-11-28,26202.94921875,25936.356140251093,25632.001545408348,24951.955846062167,True,False,False,BULL
