variant,symbol,exchange,signal_date,entry_date,exit_date,direction,entry_price,stop_loss,target,exit_price,exit_reason,holding_days,gross_pnl_pct,net_pnl_pct,regime,rsi,data_symbol
LONG_RSI_ZONE_NO_NEUTRAL,GROWW,BSE,2026-03-30,2026-04-01,2026-04-02,SHORT,158.5,162.46249999999998,150.575,162.46249999999998,STOP_LOSS,2,-2.499999999999986,-2.6499999999999857,BEAR,37.92018520241189,GROWW.BO
LONG_RSI_ZONE_BEAR_ONLY,GROWW,BSE,2026-03-30,2026-04-01,2026-04-02,SHORT,158.5,162.46249999999998,150.575,162.46249999999998,STOP_LOSS,2,-2.499999999999986,-2.6499999999999857,BEAR,37.92018520241189,GROWW.BO
CURRENT,LENSKART,BSE,2026-04-10,2026-04-13,2026-04-20,LONG,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,LENSKART.BO
LONG_RSI_ZONE,LENSKART,BSE,2026-04-10,2026-04-13,2026-04-20,LONG,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,LENSKART.BO
SHORT_RSI_ZONE,LENSKART,BSE,2026-04-10,2026-04-13,2026-04-20,LONG,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,LENSKART.BO
BOTH_RSI_ZONE,LENSKART,BSE,2026-04-10,2026-04-13,2026-04-20,LONG,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,LENSKART.BO
LONG_RSI_ZONE_NO_NEUTRAL,LENSKART,BSE,2026-04-10,2026-04-13,2026-04-20,LONG,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,LENSKART.BO
LONG_RSI_ZONE_BEAR_ONLY,LENSKART,BSE,2026-04-10,2026-04-13,2026-04-20,LONG,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,LENSKART.BO
CURRENT,CUPID,BSE,2025-02-12,2025-02-13,2025-02-13,SHORT,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,CUPID.BO
CURRENT,CUPID,BSE,2025-04-17,2025-04-21,2025-04-21,LONG,14.961999893188477,14.587949895858765,15.710099887847901,14.587949895858765,STOP_LOSS,1,-2.499999999999998,-2.6499999999999977,NEUTRAL,70.59641689507724,CUPID.BO
CURRENT,CUPID,BSE,2025-06-27,2025-06-30,2025-07-11,LONG,21.399999618530277,20.864999628067018,22.46999959945679,22.46999959945679,TARGET,10,5.000000000000003,4.850000000000002,BULL,65.98504002126299,CUPID.BO
CURRENT,CUPID,BSE,2026-03-02,2026-03-04,2026-03-04,SHORT,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,CUPID.BO
CURRENT,CUPID,BSE,2026-03-10,2026-03-11,2026-03-11,LONG,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,CUPID.BO
CURRENT,CUPID,BSE,2026-04-06,2026-04-07,2026-04-07,LONG,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,CUPID.BO
LONG_RSI_ZONE,CUPID,BSE,2025-02-12,2025-02-13,2025-02-13,SHORT,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,CUPID.BO
LONG_RSI_ZONE,CUPID,BSE,2026-03-02,2026-03-04,2026-03-04,SHORT,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,CUPID.BO
LONG_RSI_ZONE,CUPID,BSE,2026-03-10,2026-03-11,2026-03-11,LONG,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,CUPID.BO
LONG_RSI_ZONE,CUPID,BSE,2026-04-06,2026-04-07,2026-04-07,LONG,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,CUPID.BO
SHORT_RSI_ZONE,CUPID,BSE,2025-02-12,2025-02-13,2025-02-13,SHORT,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,CUPID.BO
SHORT_RSI_ZONE,CUPID,BSE,2025-04-17,2025-04-21,2025-04-21,LONG,14.961999893188477,14.587949895858765,15.710099887847901,14.587949895858765,STOP_LOSS,1,-2.499999999999998,-2.6499999999999977,NEUTRAL,70.59641689507724,CUPID.BO
SHORT_RSI_ZONE,CUPID,BSE,2025-06-27,2025-06-30,2025-07-11,LONG,21.399999618530277,20.864999628067018,22.46999959945679,22.46999959945679,TARGET,10,5.000000000000003,4.850000000000002,BULL,65.98504002126299,CUPID.BO
SHORT_RSI_ZONE,CUPID,BSE,2026-03-02,2026-03-04,2026-03-04,SHORT,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,CUPID.BO
SHORT_RSI_ZONE,CUPID,BSE,2026-03-10,2026-03-11,2026-03-11,LONG,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,CUPID.BO
SHORT_RSI_ZONE,CUPID,BSE,2026-04-06,2026-04-07,2026-04-07,LONG,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,CUPID.BO
BOTH_RSI_ZONE,CUPID,BSE,2025-02-12,2025-02-13,2025-02-13,SHORT,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,CUPID.BO
BOTH_RSI_ZONE,CUPID,BSE,2026-03-02,2026-03-04,2026-03-04,SHORT,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,CUPID.BO
BOTH_RSI_ZONE,CUPID,BSE,2026-03-10,2026-03-11,2026-03-11,LONG,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,CUPID.BO
BOTH_RSI_ZONE,CUPID,BSE,2026-04-06,2026-04-07,2026-04-07,LONG,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,CUPID.BO
LONG_RSI_ZONE_NO_NEUTRAL,CUPID,BSE,2026-03-02,2026-03-04,2026-03-04,SHORT,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,CUPID.BO
LONG_RSI_ZONE_NO_NEUTRAL,CUPID,BSE,2026-03-10,2026-03-11,2026-03-11,LONG,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,CUPID.BO
LONG_RSI_ZONE_NO_NEUTRAL,CUPID,BSE,2026-04-06,2026-04-07,2026-04-07,LONG,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,CUPID.BO
LONG_RSI_ZONE_BEAR_ONLY,CUPID,BSE,2026-03-02,2026-03-04,2026-03-04,SHORT,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,CUPID.BO
LONG_RSI_ZONE_BEAR_ONLY,CUPID,BSE,2026-03-10,2026-03-11,2026-03-11,LONG,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,CUPID.BO
LONG_RSI_ZONE_BEAR_ONLY,CUPID,BSE,2026-04-06,2026-04-07,2026-04-07,LONG,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,CUPID.BO
CURRENT,COALINDIA,BSE,2025-05-14,2025-05-15,2025-05-29,LONG,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,COALINDIA.BO
CURRENT,COALINDIA,BSE,2025-08-22,2025-08-25,2025-09-03,SHORT,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,COALINDIA.BO
CURRENT,COALINDIA,BSE,2025-09-05,2025-09-08,2025-09-22,LONG,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,COALINDIA.BO
CURRENT,COALINDIA,BSE,2025-10-24,2025-10-27,2025-10-29,LONG,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,COALINDIA.BO
CURRENT,COALINDIA,BSE,2025-11-04,2025-11-06,2025-11-17,SHORT,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,COALINDIA.BO
CURRENT,COALINDIA,BSE,2025-11-24,2025-11-25,2025-12-09,SHORT,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,COALINDIA.BO
CURRENT,COALINDIA,BSE,2026-04-28,2026-04-29,2026-05-07,LONG,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,COALINDIA.BO
CURRENT,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,COALINDIA.BO
CURRENT,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2025-05-14,2025-05-15,2025-05-29,LONG,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2025-08-22,2025-08-25,2025-09-03,SHORT,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2025-09-05,2025-09-08,2025-09-22,LONG,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2025-10-24,2025-10-27,2025-10-29,LONG,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2025-11-04,2025-11-06,2025-11-17,SHORT,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2025-11-24,2025-11-25,2025-12-09,SHORT,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2026-04-28,2026-04-29,2026-05-07,LONG,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,COALINDIA.BO
LONG_RSI_ZONE,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2025-05-14,2025-05-15,2025-05-29,LONG,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2025-08-22,2025-08-25,2025-09-03,SHORT,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2025-09-05,2025-09-08,2025-09-22,LONG,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2025-10-24,2025-10-27,2025-10-29,LONG,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2025-11-04,2025-11-06,2025-11-17,SHORT,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2025-11-24,2025-11-25,2025-12-09,SHORT,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2026-04-28,2026-04-29,2026-05-07,LONG,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,COALINDIA.BO
SHORT_RSI_ZONE,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2025-05-14,2025-05-15,2025-05-29,LONG,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2025-08-22,2025-08-25,2025-09-03,SHORT,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2025-09-05,2025-09-08,2025-09-22,LONG,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2025-10-24,2025-10-27,2025-10-29,LONG,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2025-11-04,2025-11-06,2025-11-17,SHORT,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2025-11-24,2025-11-25,2025-12-09,SHORT,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2026-04-28,2026-04-29,2026-05-07,LONG,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,COALINDIA.BO
BOTH_RSI_ZONE,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,COALINDIA.BO
LONG_RSI_ZONE_NO_NEUTRAL,COALINDIA,BSE,2025-10-24,2025-10-27,2025-10-29,LONG,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,COALINDIA.BO
LONG_RSI_ZONE_NO_NEUTRAL,COALINDIA,BSE,2025-11-04,2025-11-06,2025-11-17,SHORT,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,COALINDIA.BO
LONG_RSI_ZONE_NO_NEUTRAL,COALINDIA,BSE,2025-11-24,2025-11-25,2025-12-09,SHORT,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,COALINDIA.BO
LONG_RSI_ZONE_NO_NEUTRAL,COALINDIA,BSE,2026-04-28,2026-04-29,2026-05-07,LONG,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,COALINDIA.BO
LONG_RSI_ZONE_NO_NEUTRAL,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,COALINDIA.BO
LONG_RSI_ZONE_NO_NEUTRAL,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,COALINDIA.BO
LONG_RSI_ZONE_BEAR_ONLY,COALINDIA,BSE,2026-04-28,2026-04-29,2026-05-07,LONG,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,COALINDIA.BO
LONG_RSI_ZONE_BEAR_ONLY,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,COALINDIA.BO
LONG_RSI_ZONE_BEAR_ONLY,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,COALINDIA.BO
CURRENT,TATASTEEL,BSE,2024-12-19,2024-12-20,2024-12-30,SHORT,143.25,146.83124999999998,136.0875,136.0875,TARGET,6,4.9999999999999964,4.849999999999996,NEUTRAL,39.053307970308225,500470.BO
CURRENT,TATASTEEL,BSE,2025-06-27,2025-06-30,2025-07-15,LONG,161.0,156.975,169.05,159.0500030517578,TIME_EXIT,11,-1.2111782287218555,-1.3611782287218555,BULL,65.03304555602622,500470.BO
CURRENT,TATASTEEL,BSE,2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,2,-2.4999999999999925,-2.6499999999999924,NEUTRAL,39.93547282416982,500470.BO
CURRENT,TATASTEEL,BSE,2025-09-04,2025-09-05,2025-09-19,LONG,166.8000030517578,162.63000297546387,175.1400032043457,171.5,TIME_EXIT,11,2.8177439222131095,2.6677439222131096,NEUTRAL,61.89457644104945,500470.BO
LONG_RSI_ZONE,TATASTEEL,BSE,2024-12-19,2024-12-20,2024-12-30,SHORT,143.25,146.83124999999998,136.0875,136.0875,TARGET,6,4.9999999999999964,4.849999999999996,NEUTRAL,39.053307970308225,500470.BO
LONG_RSI_ZONE,TATASTEEL,BSE,2025-06-30,2025-07-01,2025-07-03,LONG,160.35000610351562,156.34125595092772,168.3675064086914,168.3675064086914,TARGET,3,5.0000000000000036,4.850000000000003,BULL,60.18586231211922,500470.BO
LONG_RSI_ZONE,TATASTEEL,BSE,2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,2,-2.4999999999999925,-2.6499999999999924,NEUTRAL,39.93547282416982,500470.BO
LONG_RSI_ZONE,TATASTEEL,BSE,2025-09-04,2025-09-05,2025-09-19,LONG,166.8000030517578,162.63000297546387,175.1400032043457,171.5,TIME_EXIT,11,2.8177439222131095,2.6677439222131096,NEUTRAL,61.89457644104945,500470.BO
SHORT_RSI_ZONE,TATASTEEL,BSE,2024-12-19,2024-12-20,2024-12-30,SHORT,143.25,146.83124999999998,136.0875,136.0875,TARGET,6,4.9999999999999964,4.849999999999996,NEUTRAL,39.053307970308225,500470.BO
SHORT_RSI_ZONE,TATASTEEL,BSE,2025-06-27,2025-06-30,2025-07-15,LONG,161.0,156.975,169.05,159.0500030517578,TIME_EXIT,11,-1.2111782287218555,-1.3611782287218555,BULL,65.03304555602622,500470.BO
SHORT_RSI_ZONE,TATASTEEL,BSE,2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,2,-2.4999999999999925,-2.6499999999999924,NEUTRAL,39.93547282416982,500470.BO
SHORT_RSI_ZONE,TATASTEEL,BSE,2025-09-04,2025-09-05,2025-09-19,LONG,166.8000030517578,162.63000297546387,175.1400032043457,171.5,TIME_EXIT,11,2.8177439222131095,2.6677439222131096,NEUTRAL,61.89457644104945,500470.BO
BOTH_RSI_ZONE,TATASTEEL,BSE,2024-12-19,2024-12-20,2024-12-30,SHORT,143.25,146.83124999999998,136.0875,136.0875,TARGET,6,4.9999999999999964,4.849999999999996,NEUTRAL,39.053307970308225,500470.BO
BOTH_RSI_ZONE,TATASTEEL,BSE,2025-06-30,2025-07-01,2025-07-03,LONG,160.35000610351562,156.34125595092772,168.3675064086914,168.3675064086914,TARGET,3,5.0000000000000036,4.850000000000003,BULL,60.18586231211922,500470.BO
BOTH_RSI_ZONE,TATASTEEL,BSE,2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,2,-2.4999999999999925,-2.6499999999999924,NEUTRAL,39.93547282416982,500470.BO
BOTH_RSI_ZONE,TATASTEEL,BSE,2025-09-04,2025-09-05,2025-09-19,LONG,166.8000030517578,162.63000297546387,175.1400032043457,171.5,TIME_EXIT,11,2.8177439222131095,2.6677439222131096,NEUTRAL,61.89457644104945,500470.BO
LONG_RSI_ZONE_NO_NEUTRAL,TATASTEEL,BSE,2025-06-30,2025-07-01,2025-07-03,LONG,160.35000610351562,156.34125595092772,168.3675064086914,168.3675064086914,TARGET,3,5.0000000000000036,4.850000000000003,BULL,60.18586231211922,500470.BO
CURRENT,VMM,BSE,2025-02-17,2025-02-18,2025-02-28,SHORT,103.9499969482422,106.54874687194825,98.75249710083008,98.75249710083008,TARGET,8,5.000000000000007,4.850000000000007,NEUTRAL,37.73384406230606,VMM.BO
