exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol,yahoo_symbol,validation_method,data_rows,last_date,validation_error
BSE,STOCK,STARHFL,Star Housing Finance,,539017,X,STARHFL.BO,STARHFL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STARIMAGIN,Star Imaging And Path Lab,,544482,M,STARIMAGIN.BO,STARIMAGIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STARLENT,Starlineps Enterprises,,540492,B,STARLENT.BO,STARLENT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STARLOG,Starlog Enterprises,,520155,X,STARLOG.BO,STARLOG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STARPAPER,Star Paper Mills,,516022,B,STARPAPER.BO,STARPAPER.BO,data_symbol,250,2026-09-03,
BSE,STOCK,STARSOURCE,Star Source Multi Trade,,506365,X,STARSOURCE.BO,STARSOURCE.BO,data_symbol,250,2026-09-03,
BSE,STOCK,STARTECK,Starteck Finance,,512381,B,STARTECK.BO,STARTECK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STCINDIA,State Trading Corporation of India,,512531,B,STCINDIA.BO,STCINDIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STCORP,S&T Corporation,,514197,X,STCORP.BO,STCORP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STDBAT,Standard Batteries,,504180,X,STDBAT.BO,STDBAT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STDSFAC,Standard Surfactants,,526231,XT,STDSFAC.BO,STDSFAC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STEELCAS,Steelcast,,513517,B,STEELCAS.BO,STEELCAS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STEELCO,Steelco Gujarat,,500399,XT,STEELCO.BO,STEELCO.BO,data_symbol,251,2026-09-03,
BSE,STOCK,STEELXIND,Steel Exchange India,,534748,B,STEELXIND.BO,STEELXIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STEL,STEL Holdings,,533316,B,STEL.BO,STEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STELLANT,Stellant Securities,,526071,XT,STELLANT.BO,STELLANT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STELLAR,Stellar Capital Services,,536738,M,STELLAR.BO,STELLAR.BO,data_symbol,251,2026-09-03,
BSE,STOCK,STEP2COR,Step Two Corp,,531509,XT,STEP2COR.BO,STEP2COR.BO,data_symbol,250,2026-09-03,
BSE,STOCK,STERPOW,Sterling Powergensys,,513575,X,STERPOW.BO,STERPOW.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STERTOOLS,Sterling Tools,,530759,T,530759.BO,530759.BO,symbol,210,2026-07-17,
BSE,STOCK,STHINPA,South India Paper Mills,,516108,X,STHINPA.BO,STHINPA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STL,Shreeji Translogistics,,540738,B,STL.BO,STL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STLNETWORK,STL Networks,,544395,B,STLNETWORK.BO,STLNETWORK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STLSTRINF,Steel Strips Infrastructures,,513173,B,STLSTRINF.BO,STLSTRINF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STLTECH,Sterlite Technologies,,532374,T,STLTECH.BO,STLTECH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STML,Steelman Telecom,,543622,M,STML.BO,STML.BO,data_symbol,250,2026-09-03,
BSE,STOCK,STOVACQ,Stovec Industries,,504959,X,STOVACQ.BO,STOVACQ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STOVEKRAFT,Stove Kraft,,543260,B,STOVEKRAFT.BO,STOVEKRAFT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STRATMONT,Stratmont Industries,,530495,X,STRATMONT.BO,STRATMONT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STRGRENWO,Sterling Green Woods,,526500,X,STRGRENWO.BO,STRGRENWO.BO,data_symbol,251,2026-09-03,
BSE,STOCK,STUDDS,Studds Accessories,,544599,B,STUDDS.BO,STUDDS.BO,data_symbol,206,2026-09-03,
BSE,STOCK,STYL,Seshaasai Technologies,,544533,B,STYL.BO,STYL.BO,data_symbol,228,2026-09-03,
BSE,STOCK,STYLAMIND,Stylam Industries,,526951,B,STYLAMIND.BO,STYLAMIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STYLEBAAZA,Baazar Style Retail,,544243,B,STYLEBAAZA.BO,STYLEBAAZA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,STYRENIX,Styrenix Performance Materials,,506222,B,STYRENIX.BO,STYRENIX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUBAM,Subam Papers,,544267,M,SUBAM.BO,SUBAM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUBEXLTD,Subex,,532348,B,SUBEXLTD.BO,SUBEXLTD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUBROS,Subros,,517168,B,SUBROS.BO,SUBROS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUBSM,Subhash Silk Mills,,530231,X,SUBSM.BO,SUBSM.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SUCROSA,Super Crop Safe,,530883,XT,SUCROSA.BO,SUCROSA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUDAI,Sudal Industries,,506003,X,SUDAI.BO,SUDAI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUDARCOLOR,Sudarshan Colorants,,506390,B,SUDARCOLOR.BO,SUDARCOLOR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUDARSCHEM,Sudarshan Chemical Industries,,506655,A,506655.BO,506655.BO,symbol,210,2026-07-17,
BSE,STOCK,SUDARSHAN,Sudarshan Pharma Industries,,543828,M,SUDARSHAN.BO,SUDARSHAN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUDEEPPHRM,Sudeep Pharma,,544619,B,SUDEEPPHRM.BO,SUDEEPPHRM.BO,data_symbol,191,2026-09-03,
BSE,STOCK,SUDTIND-B,Suditi Industries,,521113,X,SUDTIND-B.BO,SUDTIND-B.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUGALDAM,Sugal & Damani Share Brokers,,511654,X,SUGALDAM.BO,SUGALDAM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUGSLLOYD,Sugs Lloyd,,544501,M,SUGSLLOYD.BO,SUGSLLOYD.BO,data_symbol,248,2026-09-03,
BSE,STOCK,SUJALA,Sujala Trading & Holding,,539117,X,SUJALA.BO,SUJALA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUKHJITS,Sukhjit Starch & Chemicals,,524542,B,SUKHJITS.BO,SUKHJITS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SULA,Sula Vineyards,,543711,B,SULA.BO,SULA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SULABEN,Sulabh Engineers & Services,,508969,X,SULABEN.BO,SULABEN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUMEDHA,Sumedha Fiscal Services,,530419,B,SUMEDHA.BO,SUMEDHA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUMEETINDS,Sumeet Industries,,514211,B,SUMEETINDS.BO,SUMEETINDS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUMERUIND,Sumeru Industries,,530445,X,SUMERUIND.BO,SUMERUIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUMICHEM,Sumitomo Chemical,,542920,A,SUMICHEM.BO,SUMICHEM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUMMITSEC,Summit Securities,,533306,B,SUMMITSEC.BO,SUMMITSEC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNCITYSY,Suncity Synthetics,,530795,X,SUNCITYSY.BO,SUNCITYSY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNCLAY,Sundaram Clayton,,544066,B,SUNCLAY.BO,SUNCLAY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNDARAM,Sundaram Multi Pap,,533166,B,SUNDARAM.BO,SUNDARAM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNDARMFIN,Sundaram Finance,,590071,B,SUNDARMFIN.BO,SUNDARMFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNDRMBRAK,Sundaram Brake Linings,,590072,T,SUNDRMBRAK.BO,SUNDRMBRAK.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SUNDROP,Sundrop Brands,,500215,B,SUNDROP.BO,SUNDROP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNFLAG,Sunflag Iron & Steel Company,,500404,B,500404.BO,500404.BO,symbol,210,2026-07-17,
BSE,STOCK,SUNGOLD,Sungold Capital,,531433,X,SUNGOLD.BO,SUNGOLD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNILAGR,Sunil Agro Foods,,530953,X,SUNILAGR.BO,SUNILAGR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNILTX,Sunil Industries,,521232,P,SUNILTX.BO,SUNILTX.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SUNITATOOL,Sunita Tools Limited,,544001,MT,SUNITATOOL.BO,SUNITATOOL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNLOC,Sunil Healthcare,,537253,B,SUNLOC.BO,SUNLOC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNRAJDI,Sunraj Diamond Exports,,523425,XT,SUNRAJDI.BO,SUNRAJDI.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SUNRAKSHAK,Sunrakshakk Industries,,539300,B,SUNRAKSHAK.BO,SUNRAKSHAK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNRETAIL,Sun Retail,,542025,M,SUNRETAIL.BO,SUNRETAIL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SUNRINV,Sunrise Industrial Trader,,501110,XT,SUNRINV.BO,SUNRINV.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SUNSHIEL,Sunshield Chemicals,,530845,B,SUNSHIEL.BO,SUNSHIEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUNSKY,Sunsky Logistics,,544566,M,SUNSKY.BO,SUNSKY.BO,data_symbol,226,2026-09-03,
BSE,STOCK,SUNTECK,Sunteck Realty,,512179,B,SUNTECK.BO,SUNTECK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPER,Super Sales,,512527,XT,SUPER.BO,SUPER.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPERBAK,Super Bakers,,530735,X,SUPERBAK.BO,SUPERBAK.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SUPERHOUSE,Superhouse,,523283,B,SUPERHOUSE.BO,SUPERHOUSE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPERIOR,Superior Finlease,,539835,X,SUPERIOR.BO,SUPERIOR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPERIRON,Super Iron Foundry,,544381,M,SUPERIRON.BO,SUPERIRON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPERSHAKT,Supershakti Metaliks,,541701,M,SUPERSHAKT.BO,SUPERSHAKT.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SUPERSPIN,Super Spinning Mills,,521180,T,521180.BO,521180.BO,symbol,211,2026-07-17,
BSE,STOCK,SUPERTEX,Supertex Industries,,526133,X,SUPERTEX.BO,SUPERTEX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPHA,Supha Pharmachem,,539561,Z,SUPHA.BO,SUPHA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SUPRAJIT,Suprajit Engineering,,532509,A,532509.BO,532509.BO,symbol,210,2026-07-17,
BSE,STOCK,SUPRAPFSL,Supra Pacific Financial Services,,540168,X,SUPRAPFSL.BO,SUPRAPFSL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPRATRE,Supra Trends,,511539,X,SUPRATRE.BO,SUPRATRE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPREME,Supreme Holdings & Hospitality,,530677,B,SUPREME.BO,SUPREME.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPREMEIND,Supreme Industries,,509930,A,SUPREMEIND.BO,SUPREMEIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPREMEINF,Supreme Infrastructure,,532904,B,SUPREMEINF.BO,SUPREMEINF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPRIYA,Supriya Lifescience,,543434,B,SUPRIYA.BO,SUPRIYA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUPTANERY,Super Tannery,,523842,T,SUPTANERY.BO,SUPTANERY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURAJ,Suraj Products,,518075,Z,SURAJ.BO,SURAJ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURAJEST,Suraj Estate Developers,,544054,B,SURAJEST.BO,SURAJEST.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURAJINDPP,Suraj Industries - PP,,890226,X,SURAJINDPP.BO,SURAJINDPP.BO,data_symbol,202,2026-09-03,
BSE,STOCK,SURAJLTD,Suraj,,531638,B,SURAJLTD.BO,SURAJLTD.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SURAKSHA,Suraksha Diagnostic,,544293,B,SURAKSHA.BO,SURAKSHA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURANASOL,Surana Solar,,533298,B,533298.BO,533298.BO,symbol,210,2026-07-17,
BSE,STOCK,SURANAT&P,Surana Telecom & Power,,517530,B,SURANAT&P.BO,SURANAT&P.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURATRAML,Surat Trade & Mercantile,,530185,X,SURATRAML.BO,SURATRAML.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURBHIN,Surbhi Industries,,514260,XT,SURBHIN.BO,SURBHIN.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SURFI,Suryo Foods & Industries,,519604,X,SURFI.BO,SURFI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURJIND,Suraj Industries,,526211,X,SURJIND.BO,SURJIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURYAAMBA,Suryaamba Spinning Mills,,533101,X,SURYAAMBA.BO,SURYAAMBA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURYALA,Suryalata Spinning Mills,,514138,B,SURYALA.BO,SURYALA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURYALAXMI,Suryalakshmi Cotton Mills,,521200,B,SURYALAXMI.BO,SURYALAXMI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SURYODAY,Suryoday Small Finance Bank,,543279,B,SURYODAY.BO,SURYODAY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUSAN,Susan Electricals,,544793,MT,SUSAN.BO,SUSAN.BO,data_symbol,56,2026-09-03,
BSE,STOCK,SUVIDHAA,Suvidhaa Infoserve,,543281,B,SUVIDHAA.BO,SUVIDHAA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUYOG,Suyog Telematics,,537259,B,SUYOG.BO,SUYOG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SUZLON,Suzlon Energy,,532667,A,SUZLON.BO,SUZLON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVAMSOF,Svam Software,,523722,X,SVAMSOF.BO,SVAMSOF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVARTCORP,Swasti Vinayaka Art & Heritage Corp,,512257,X,SVARTCORP.BO,SVARTCORP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVCIND,SVC Industries,,524488,X,SVCIND.BO,SVCIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVGLOBAL,SV Global Mill,,535621,B,SVGLOBAL.BO,SVGLOBAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVJ,SVJ Enterprises,,543799,M,SVJ.BO,SVJ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVPGLOB,SVP Global Ventures,,505590,B,SVPGLOB.BO,SVPGLOB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SVRL,Shri Venkatesh Refineries,,543373,T,SVRL.BO,SVRL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SVS,SVS Ventures,,543745,M,SVS.BO,SVS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SW1,SW Investments,,503659,XT,SW1.BO,SW1.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SWADEIN,Swadeshi Industries,,506863,X,SWADEIN.BO,SWADEIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWADHATURE,Swadha Nature Limited,,531039,X,SWADHATURE.BO,SWADHATURE.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SWADPOL,Swadeshi Polytex,,503816,X,SWADPOL.BO,SWADPOL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWAGTAM,Swagtam Trading & Services,,539406,X,SWAGTAM.BO,SWAGTAM.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SWANAGRO,New Swan Multi Tech,,544082,M,SWANAGRO.BO,SWANAGRO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWANCORP,Swan Corp,,503310,A,SWANCORP.BO,SWANCORP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWANDEF,Swan Defence & Heavy Industries,,533107,T,SWANDEF.BO,SWANDEF.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SWARNSAR,Swarnsarita Gems,,526365,B,SWARNSAR.BO,SWARNSAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWASTH,Swasth Foodtech,,544368,M,SWASTH.BO,SWASTH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWASTIKA,Swastika Investmart,,530585,XT,SWASTIKA.BO,SWASTIKA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWASTIKAAL,Swastika Castal,,544452,MT,SWASTIKAAL.BO,SWASTIKAAL.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SWASTIVI,Swasti Vinayaka Synthetics,,510245,X,SWASTIVI.BO,SWASTIVI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWATIPRO,Swati Projects,,543914,XT,SWATIPRO.BO,SWATIPRO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWELECTES,SWELECT Energy Systems,,532051,B,SWELECTES.BO,SWELECTES.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWIGGY,Swiggy,,544285,A,SWIGGY.BO,SWIGGY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWISSMLTRY,Swiss Military Consumer Goods,,523558,T,SWISSMLTRY.BO,SWISSMLTRY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWITCHTE,Switching Technologies Gunther,,517201,XT,SWITCHTE.BO,SWITCHTE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWOJAS,Swojas Foods,,530217,X,SWOJAS.BO,SWOJAS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWORDEDGE,Sword-Edge Commercials,,512359,XT,SWORDEDGE.BO,SWORDEDGE.BO,data_symbol,251,2026-09-03,
BSE,STOCK,SWRNASE,Swarna Securities,,531003,X,SWRNASE.BO,SWRNASE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SWSOLAR,Sterling & Wilson Renewable Energy,,542760,B,SWSOLAR.BO,SWSOLAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYLPH,Sylph Industries,,511447,X,SYLPH.BO,SYLPH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYMBIOX,Symbiox Investment & Trading,,539278,X,SYMBIOX.BO,SYMBIOX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYMPHONY,Symphony,,517385,B,517385.BO,517385.BO,symbol,210,2026-07-17,
BSE,STOCK,SYNCOMF,Syncom Formulations,,524470,B,SYNCOMF.BO,SYNCOMF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYNGENE,Syngene International,,539268,A,SYNGENE.BO,SYNGENE.BO,data_symbol,250,2026-09-03,
BSE,STOCK,SYRMA,Syrma SGS,,543573,A,SYRMA.BO,SYRMA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYSCHEM,Syschem,,531173,X,SYSCHEM.BO,SYSCHEM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYSTEMATIC,Systematic Industries,,544541,M,SYSTEMATIC.BO,SYSTEMATIC.BO,data_symbol,230,2026-09-03,
BSE,STOCK,SYSTMTXC,Systematix Corporate Services,,526506,T,SYSTMTXC.BO,SYSTMTXC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,SYTIXSE,Systematix Securities,,531432,XT,SYTIXSE.BO,SYTIXSE.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TAALTECH,TaaL Tech,,539956,B,TAALTECH.BO,TAALTECH.BO,data_symbol,250,2026-09-04,
BSE,STOCK,TAHMARENT,Tahmar Enterprises,,516032,XT,TAHMARENT.BO,TAHMARENT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TAIIND,TAI Industries,,519483,X,TAIIND.BO,TAIIND.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TAINWALCHM,Tainwala Chemicals & Plastics,,507785,B,TAINWALCHM.BO,TAINWALCHM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TAKE,TAKE,,532890,B,TAKE.BO,TAKE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TAKYON,Takyon Networks,,544471,M,TAKYON.BO,TAKYON.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TALBROAUTO,Talbros Automotive Components,,505160,B,TALBROAUTO.BO,TALBROAUTO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TALBROSENG,Talbros Engineering,,538987,X,TALBROSENG.BO,TALBROSENG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TAMBOLIIN,Tamboli Industries,,533170,T,TAMBOLIIN.BO,TAMBOLIIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TANAA,Taneja Aerospace & Aviation,,522229,B,TANAA.BO,TANAA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TANDHANIN,Tandhan Industries,,512062,XT,TANDHANIN.BO,TANDHANIN.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TANFACIND,TANFAC Industries,,506854,B,TANFACIND.BO,TANFACIND.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TANLA,Tanla Platforms,,532790,A,TANLA.BO,TANLA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TANVI,Tanvi Foods,,540332,M,TANVI.BO,TANVI.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TAPARIA,Taparia Tools,,505685,XT,TAPARIA.BO,TAPARIA.BO,data_symbol,251,2026-09-03,
BSE,STOCK,TARAI,Tarai Foods,,519285,Z,TARAI.BO,TARAI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TARAPUR,Tarapur Transformers,,533203,B,TARAPUR.BO,TARAPUR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TARC,TARC,,543249,B,TARC.BO,TARC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TARIL,Transformers & Rectifiers,,532928,A,TARIL.BO,TARIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TARINI,Tarini International,,538496,M,TARINI.BO,TARINI.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TARMAT,Tarmat,,532869,B,TARMAT.BO,TARMAT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TARSONS,Tarsons Products,,543399,B,TARSONS.BO,TARSONS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TASTYBITE,Tasty Bite Eatables,,519091,B,TASTYBITE.BO,TASTYBITE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TATACAP,Tata Capital,,544574,A,TATACAP.BO,TATACAP.BO,data_symbol,223,2026-09-03,
BSE,STOCK,TATACONSUM,Tata Consumer Products,,500800,A,TATACONSUM.BO,TATACONSUM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TATASTEEL,Tata Steel,,500470,A,500470.BO,500470.BO,symbol,210,2026-07-17,
BSE,STOCK,TATATECH,Tata Technologies,,544028,A,TATATECH.BO,TATATECH.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TATIAGLOB,Tatia Global Vennture,,521228,X,TATIAGLOB.BO,TATIAGLOB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TATVA,Tatva Chintan Pharma,,543321,B,TATVA.BO,TATVA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TAVEXIA,Sattva Sukun Lifecare,,539519,XT,TAVEXIA.BO,TAVEXIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TBOTEK,TBO Tek,,544174,A,TBOTEK.BO,TBOTEK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TBZ,Tribhovandas Bhimji Zaveri,,534369,B,TBZ.BO,TBZ.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TCFCFINQ,TCFC Finance,,532284,X,TCFCFINQ.BO,TCFCFINQ.BO,data_symbol,251,2026-09-03,
BSE,STOCK,TCIEXP,TCI Express,,540212,B,TCIEXP.BO,TCIEXP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TCIFINANCE,TCI Finance,,501242,T,501242.BO,501242.BO,symbol,210,2026-07-17,
BSE,STOCK,TCIIND,TCI Industries,,532262,X,TCIIND.BO,TCIIND.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TCMLMTD,TCM,,524156,X,TCMLMTD.BO,TCMLMTD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TCPLPACK,TCPL Packaging,,523301,B,TCPLPACK.BO,TCPLPACK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TCS,Tata Consultancy Services,,532540,A,TCS.BO,TCS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TDPOWERSYS,TD Power Systems,,533553,A,TDPOWERSYS.BO,TDPOWERSYS.BO,data_symbol,251,2026-09-03,
BSE,STOCK,TDSL,Tasty Dairy Specialities,,540955,Z,TDSL.BO,TDSL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TEAM24,Team24 Consumer Products,,500458,X,500458.BO,500458.BO,symbol,249,2026-09-03,
BSE,STOCK,TEAMGTY,Team India Guaranty,,511559,B,TEAMGTY.BO,TEAMGTY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TEAMLEASE,Teamlease Services,,539658,B,TEAMLEASE.BO,TEAMLEASE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TECHCON,Technojet Consultants,,509917,XT,TECHCON.BO,TECHCON.BO,data_symbol,251,2026-09-03,
BSE,STOCK,TECHKGREEN,Techknowgreen Solutions,,543991,M,TECHKGREEN.BO,TECHKGREEN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TECHNICHEM,Technichem Organics,,544327,M,TECHNICHEM.BO,TECHNICHEM.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TECHNOE,Techno Electric & Engineering,,542141,A,TECHNOE.BO,TECHNOE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,TECHNOPACK,Technopack Polymers,,543656,M,TECHNOPACK.BO,TECHNOPACK.BO,data_symbol,251,2026-09-03,
BSE,STOCK,TECHNVISN,TechNVision Ventures,,501421,B,TECHNVISN.BO,TECHNVISN.BO,data_symbol,250,2026-09-03,
BSE,STOCK,TECILCHEM,Tecil Chemicals & Hydro Power,,506680,B,TECILCHEM.BO,TECILCHEM.BO,data_symbol,249,2026-09-03,
