exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol,yahoo_symbol,validation_method,data_rows,last_date,validation_error
BSE,STOCK,DITCO,Decorous Investment & Trading Co,,539405,X,DITCO.BO,DITCO.BO,data_symbol,251,2026-09-03,
BSE,STOCK,DIVGIITTS,Divgi Torqtransfer Systems,,543812,B,DIVGIITTS.BO,DIVGIITTS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DIVISLAB,Divis Laboratories,,532488,A,DIVISLAB.BO,DIVISLAB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DIVSHKT,Divyashakti Granites,,526315,X,DIVSHKT.BO,DIVSHKT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DIXON,Dixon Technologies,,540699,A,DIXON.BO,DIXON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DJML,DJ Mediaprint & Logistics,,543193,B,DJML.BO,DJML.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DKUAL,Sai Swami Metals & Alloys,,544170,M,DKUAL.BO,DKUAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DLCL,Dr Lalchandani Labs,,541299,M,DLCL.BO,DLCL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DLF,DLF,,532868,A,DLF.BO,DLF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DLINKINDIA,D-Link,,533146,B,DLINKINDIA.BO,DLINKINDIA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DLTNCBL,Delton Cables,,504240,X,DLTNCBL.BO,DLTNCBL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DMART,Avenue Supermarts DMart,,540376,A,DMART.BO,DMART.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DMCC,DMCC Speciality Chemicals,,506405,B,DMCC.BO,DMCC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DML,Diggi Multitrade,,540811,M,DML.BO,DML.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DMR,DMR Engineering,,543410,M,DMR.BO,DMR.BO,data_symbol,251,2026-09-03,
BSE,STOCK,DNAMEDIA,Diligent Media Corporation,,540789,B,DNAMEDIA.BO,DNAMEDIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DODLA,Dodla Dairy,,543306,A,DODLA.BO,DODLA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DOLATALGO,Dolat Algotech,,505526,B,DOLATALGO.BO,DOLATALGO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DOLFIN,Dolfin Rubbers,,542013,B,DOLFIN.BO,DOLFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DOLLAR,Dollar Industries,,541403,B,DOLLAR.BO,DOLLAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DOLPHIN,Dolphin Offshore,,522261,B,DOLPHIN.BO,DOLPHIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DOMS,DOMS Industries,,544045,A,DOMS.BO,DOMS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DPABHUSHAN,D P Abhushan,,544161,B,DPABHUSHAN.BO,DPABHUSHAN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DPL,Dipna Pharmachem,,543594,M,DPL.BO,DPL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DPWIRES,DP Wires,,543962,T,DPWIRES.BO,DPWIRES.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DRA,DRA Consultants,,540144,M,DRA.BO,DRA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DRAGARWQ,Dr. Agrawals Eye Hospital,,526783,B,DRAGARWQ.BO,DRAGARWQ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DRCSYSTEMS,DRC Systems India,,543268,B,DRCSYSTEMS.BO,DRCSYSTEMS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DREAMFOLKS,Dreamfolks Services,,543591,B,DREAMFOLKS.BO,DREAMFOLKS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DREDGECORP,Dredging Corporation of India,,523618,B,DREDGECORP.BO,DREDGECORP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DRL,Disha Resources,,531553,XT,DRL.BO,DRL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DRONACHRYA,Droneacharya Aerial Innovation,,543713,M,DRONACHRYA.BO,DRONACHRYA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DSFCL,DCM Shriram Fine Chemicals,,544703,T,DSFCL.BO,DSFCL.BO,data_symbol,137,2026-09-03,
BSE,STOCK,DSINVEST,Dalal Street Investments,,501148,XT,DSINVEST.BO,DSINVEST.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DSKULKARNI,DS Kulkarni Developers,,523890,T,DSKULKARNI.BO,DSKULKARNI.BO,data_symbol,251,2026-09-03,
BSE,STOCK,DSSL,Dynacons Systems & Solutions,,532365,B,DSSL.BO,DSSL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DTIL,Dhunseri Tea & Industries,,538902,T,DTIL.BO,DTIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DUCON,Ducon Infratechnologies,,534674,B,DUCON.BO,DUCON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DUKEOFS,Duke Offshore,,531471,XT,DUKEOFS.BO,DUKEOFS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DUNCANENG,Duncan Engineering,,504908,X,DUNCANENG.BO,DUNCANENG.BO,data_symbol,250,2026-09-03,
BSE,STOCK,DUROPACK,Duro Pack,,526355,X,DUROPACK.BO,DUROPACK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DUROPLY,Duroply Industries,,516003,X,DUROPLY.BO,DUROPLY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DUTRON,Dutron Polymers,,517437,X,DUTRON.BO,DUTRON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DVL,Dhunseri Ventures,,523736,B,DVL.BO,DVL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DWARKESH,Dwarikesh Sugar Industries,,532610,B,DWARKESH.BO,DWARKESH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DYCL,Dynamic Cables,,540795,B,DYCL.BO,DYCL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DYNAMATECH,Dynamatic Technologies,,505242,A,DYNAMATECH.BO,DYNAMATECH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DYNAMICP,Dynamic Portfolio,,530779,X,DYNAMICP.BO,DYNAMICP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DYNAMIND,Dynamic Industries,,524818,X,DYNAMIND.BO,DYNAMIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DYNAVSN,Dynavision,,517238,X,DYNAVSN.BO,DYNAVSN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,DYNPRO,Dynemic Products,,532707,B,DYNPRO.BO,DYNPRO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,E2E,E2E Networks,,544783,T,E2E.BO,E2E.BO,data_symbol,60,2026-09-03,
BSE,STOCK,EARKART,Earkart,,544549,M,EARKART.BO,EARKART.BO,data_symbol,229,2026-09-03,
BSE,STOCK,EARTH,Earthstahl & Alloys,,543765,M,EARTH.BO,EARTH.BO,data_symbol,251,2026-09-03,
BSE,STOCK,EASEMYTRIP,Easy Trip Planners,,543272,B,EASEMYTRIP.BO,EASEMYTRIP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EASTBUILD,East Buildtech,,507917,XT,EASTBUILD.BO,EASTBUILD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EASTINDIA,East India Drums & Barrels Mfg.,,523874,XT,EASTINDIA.BO,EASTINDIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EASTRED,Eastern Treads,,531346,X,EASTRED.BO,EASTRED.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EASTSILK,Eastern Silk Industries,,590022,T,EASTSILK.BO,EASTSILK.BO,data_symbol,251,2026-09-03,
BSE,STOCK,EASTWEST,East West Holdings Freight Carriers,,540006,B,EASTWEST.BO,EASTWEST.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EASUN,Easun Capital Markets,,542906,XT,EASUN.BO,EASUN.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EASYFIN,Easy Fincorp,,511074,Z,511074.BO,511074.BO,symbol,251,2026-09-03,
BSE,STOCK,EBGNG,GNG Electronics,,544455,B,EBGNG.BO,EBGNG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EBIX,Artemis EBIX,,531035,T,EBIX.BO,EBIX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECLERX,eClerx Services,,532927,A,ECLERX.BO,ECLERX.BO,data_symbol,250,2026-09-03,
BSE,STOCK,ECOBOAR,Ecoboard Industries,,523732,X,ECOBOAR.BO,ECOBOAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECOFINITY,Ecofinity Atomix,,539455,X,ECOFINITY.BO,ECOFINITY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECOHOTELS,ECO Hotels & Resorts,,514402,X,ECOHOTELS.BO,ECOHOTELS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECOPLAST,Ecoplast,,526703,X,ECOPLAST.BO,ECOPLAST.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECORECO,Eco Recycling,,530643,B,ECORECO.BO,ECORECO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECOSMOBLTY,ECOS Mobility & Hospitality,,544239,B,ECOSMOBLTY.BO,ECOSMOBLTY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ECSTSTL,East Coast Steel,,520081,P,ECSTSTL.BO,ECSTSTL.BO,data_symbol,251,2026-09-03,
BSE,STOCK,EDELWEISS,Edelweiss Financial Services,,532922,A,EDELWEISS.BO,EDELWEISS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EDVENSWA,Edvenswa Enterprises,,517170,X,EDVENSWA.BO,EDVENSWA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EENTER,E & E Enterprises,,501386,XT,EENTER.BO,EENTER.BO,data_symbol,251,2026-09-03,
BSE,STOCK,EFCIL,EFC,,512008,B,EFCIL.BO,EFCIL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EFORU,Eforu Entertainment,,531190,XT,EFORU.BO,EFORU.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EICHERMOT,Eicher Motors,,505200,A,EICHERMOT.BO,EICHERMOT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EIEL,Enviro Infra Engineers,,544290,B,EIEL.BO,EIEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EIGHTY,Eighty Jewellers,,543518,MT,EIGHTY.BO,EIGHTY.BO,data_symbol,251,2026-09-03,
BSE,STOCK,EIHAHOTELS,EIH Associated Hotels,,523127,B,EIHAHOTELS.BO,EIHAHOTELS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EIHOTEL,EIH Hotels,,500840,A,500840.BO,500840.BO,symbol,210,2026-07-17,
BSE,STOCK,EIKO,EIKO Lifesciences,,540204,X,EIKO.BO,EIKO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EIMCOELECO,Eimco Elecon,,523708,B,EIMCOELECO.BO,EIMCOELECO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EKAMLEA,Ekam Leasing & Finance Co,,530581,XT,EKAMLEA.BO,EKAMLEA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EKANSH,Ekansh Concepts,,531364,X,EKANSH.BO,EKANSH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EKENNIS,Ekennis Software Service,,543475,M,EKENNIS.BO,EKENNIS.BO,data_symbol,251,2026-09-03,
BSE,STOCK,EKI,EKI Energy Services,,543284,B,EKI.BO,EKI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELAND,E Land Apparel,,532820,X,ELAND.BO,ELAND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELANGO,Elango Industries,,513452,XT,ELANGO.BO,ELANGO.BO,data_symbol,251,2026-09-03,
BSE,STOCK,ELANTAS,Elantas Beck,,500123,B,ELANTAS.BO,ELANTAS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELCIDIN,ELCID Investments,,503681,B,ELCIDIN.BO,ELCIDIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELDEHSG,Eldeco Housing & Industries,,523329,B,ELDEHSG.BO,ELDEHSG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELECON,Elecon Engineering Company,,505700,A,ELECON.BO,ELECON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELECTCAST,Electrosteel Castings,,500128,A,500128.BO,500128.BO,symbol,210,2026-07-17,
BSE,STOCK,ELECTHERM,Electrotherm,,526608,B,ELECTHERM.BO,ELECTHERM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELEFLOR,Elegant Floriculture & Ag,,526473,X,ELEFLOR.BO,ELEFLOR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELEMARB,Elegant Marbles & Grani Industries,,526705,X,ELEMARB.BO,ELEMARB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELFIN,Elfin Agro,,544724,M,ELFIN.BO,ELFIN.BO,data_symbol,121,2026-09-03,
BSE,STOCK,ELFORGE,EL Forge,,531144,X,ELFORGE.BO,ELFORGE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELGIEQUIP,Elgi Equipments,,522074,A,ELGIEQUIP.BO,ELGIEQUIP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELIN,Elin Electronics,,543725,B,ELIN.BO,ELIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELITECON,Elitecon International,,539533,B,ELITECON.BO,ELITECON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELIXIR,Elixir Capital,,531278,X,ELIXIR.BO,ELIXIR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELLEN,Ellenbarrie Industrial Gases,,544421,B,ELLEN.BO,ELLEN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELNET,Elnet Technologies,,517477,X,ELNET.BO,ELNET.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ELPROINTL,Elpro International,,504000,B,ELPROINTL.BO,ELPROINTL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMAINDIA,EMA India,,522027,X,EMAINDIA.BO,EMAINDIA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EMAMILTD,Emami,,531162,A,EMAMILTD.BO,EMAMILTD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMAMIPAP,Emami Paper Mills,,533208,T,533208.BO,533208.BO,symbol,215,2026-07-17,
BSE,STOCK,EMAMIREAL,Emami Realty,,533218,B,EMAMIREAL.BO,EMAMIREAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMBDL,Embassy Developments,,532832,A,EMBDL.BO,EMBDL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EMCURE,Emcure Pharmaceuticals,,544210,A,EMCURE.BO,EMCURE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMERALD,Emerald Finance,,538882,X,EMERALD.BO,EMERALD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMERALL,Emerald Leisures,,507265,XT,EMERALL.BO,EMERALL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMERGENT,Emergent Industrial Solutions,,506180,XT,EMERGENT.BO,EMERGENT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMIAC,Emiac Technologies,,544747,M,EMIAC.BO,EMIAC.BO,data_symbol,102,2026-09-03,
BSE,STOCK,EMIL,Electronics Mart,,543626,B,EMIL.BO,EMIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMKAY,Emkay Global Financial Services,,532737,B,532737.BO,532737.BO,symbol,210,2026-07-17,
BSE,STOCK,EMMBI,Emmbi Industries,,533161,T,EMMBI.BO,EMMBI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMMESSA,Emmessar Biotech,,524768,X,EMMESSA.BO,EMMESSA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMMFORCE,Emmforce Autotech,,544166,MT,EMMFORCE.BO,EMMFORCE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMMVEE,Emmvee Photovoltaic Power,,544608,B,EMMVEE.BO,EMMVEE.BO,data_symbol,198,2026-09-03,
BSE,STOCK,EMPIND,Empire Industries,,509525,B,EMPIND.BO,EMPIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMPOWER,Empower,,504351,B,EMPOWER.BO,EMPOWER.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMROCK,Emrock Corporation,,531676,XT,EMROCK.BO,EMROCK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMSLIMITED,EMS,,543983,B,EMSLIMITED.BO,EMSLIMITED.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EMUDHRA,eMudhra,,543533,B,EMUDHRA.BO,EMUDHRA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENBETRD,Enbee Trade & Finance,,512441,X,ENBETRD.BO,ENBETRD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENCODE,Encode Packaging,,530733,X,ENCODE.BO,ENCODE.BO,data_symbol,250,2026-09-03,
BSE,STOCK,ENDURANCE,Endurance Technologies,,540153,A,ENDURANCE.BO,ENDURANCE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENERGYDEV,Energy Development Company,,532219,B,ENERGYDEV.BO,ENERGYDEV.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENGINERSIN,Engineers India,,532178,A,ENGINERSIN.BO,ENGINERSIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENKEIWHEL,Enkei Wheels,,533477,B,ENKEIWHEL.BO,ENKEIWHEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENRIN,Siemens Energy,,544390,A,ENRIN.BO,ENRIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENTERO,Entero Healthcare Solutions,,544122,B,ENTERO.BO,ENTERO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENTRINT,Enterprise International,,526574,X,ENTRINT.BO,ENTRINT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ENVAIREL,Envair Electrodyne,,500246,XT,ENVAIREL.BO,ENVAIREL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EPACK,Epack Durable,,544095,B,EPACK.BO,EPACK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EPACKPEB,EPack Prefab Technologies,,544540,B,EPACKPEB.BO,EPACKPEB.BO,data_symbol,230,2026-09-03,
BSE,STOCK,EPBIO,EP Biocomposites,,543595,M,EPBIO.BO,EPBIO.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EPIC,Epic Energy,,530407,X,EPIC.BO,EPIC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EPIGRAL,Epigral,,543332,B,EPIGRAL.BO,EPIGRAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EPL,EPL,,500135,A,EPL.BO,EPL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EPSOMPRO,Epsom Properties,,531155,XT,EPSOMPRO.BO,EPSOMPRO.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EPUJA,Epuja Spiritech,,532092,X,EPUJA.BO,EPUJA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EQUILATERA,Equilateral Enterprises,,531262,X,EQUILATERA.BO,EQUILATERA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EQUIPPP,Equippp Social Impact Technologies,,590057,T,EQUIPPP.BO,EQUIPPP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EQUITASBNK,Equitas Small Finance Bank,,543243,A,EQUITASBNK.BO,EQUITASBNK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ERIS,Eris Lifesciences,,540596,A,ERIS.BO,ERIS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ERPSOFT,Erp Soft Systems,,530909,X,ERPSOFT.BO,ERPSOFT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESAFSFB,ESAF Small Finance Bank,,544020,T,ESAFSFB.BO,ESAFSFB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESARIND,Esaar,,531502,X,ESARIND.BO,ESARIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESCORP,Escorp Asset Management,,540455,B,ESCORP.BO,ESCORP.BO,data_symbol,250,2026-09-03,
BSE,STOCK,ESHAMEDIA,Esha Media Research,,531259,XT,ESHAMEDIA.BO,ESHAMEDIA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,ESPIRE,Espire Hospitality,,532016,X,ESPIRE.BO,ESPIRE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESQRMON,Esquire Money Guarantees,,512439,XT,ESQRMON.BO,ESQRMON.BO,data_symbol,251,2026-09-03,
BSE,STOCK,ESSARSHPNG,Essar Shipping,,533704,B,ESSARSHPNG.BO,ESSARSHPNG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESSENTIA,Integra Essentia,,535958,B,ESSENTIA.BO,ESSENTIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESSEX,Essex Marine,,544475,M,ESSEX.BO,ESSEX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ESTER,Ester Industries,,500136,B,500136.BO,500136.BO,symbol,210,2026-07-17,
BSE,STOCK,ETERNAL,Eternal,,543320,A,ETERNAL.BO,ETERNAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ETHOSLTD,Ethos,,543532,A,ETHOSLTD.BO,ETHOSLTD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,ETIL,Econo Trade,,538708,X,ETIL.BO,ETIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EUPHORIAIT,Euphoria Infotech (India),,544094,M,EUPHORIAIT.BO,EUPHORIAIT.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EUREKAFORB,Eureka Forbes,,543482,A,EUREKAFORB.BO,EUREKAFORB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EUREKAI,Eureka Industries,,521137,XT,EUREKAI.BO,EUREKAI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EUROBOND,Euro Panel Products,,544461,B,EUROBOND.BO,EUROBOND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EUROLED,Euro Leder Fashion,,526468,XT,EUROLED.BO,EUROLED.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EUROPRATIK,Euro Pratik Sales,,544519,B,EUROPRATIK.BO,EUROPRATIK.BO,data_symbol,236,2026-09-03,
BSE,STOCK,EUROTEXIND,Eurotex Industries & Exports,,521014,T,EUROTEXIND.BO,EUROTEXIND.BO,data_symbol,250,2026-09-03,
BSE,STOCK,EVANS,Evans Electric,,542668,M,EVANS.BO,EVANS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EVEREADY,Eveready Industries,,531508,B,531508.BO,531508.BO,symbol,210,2026-07-17,
BSE,STOCK,EVERESTIND,Everest Industries,,508906,T,EVERESTIND.BO,EVERESTIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EVERESTO,Everest Organics,,524790,X,EVERESTO.BO,EVERESTO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EVERFIN,Everlon Financials,,514358,X,EVERFIN.BO,EVERFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EVEXIA,Evexia Lifecar,,524444,X,EVEXIA.BO,EVEXIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EVOQ,Evoq Remedies,,543500,MT,EVOQ.BO,EVOQ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EXATO,Exato Technologies,,544626,MT,EXATO.BO,EXATO.BO,data_symbol,186,2026-09-03,
BSE,STOCK,EXCELINDUS,Excel Industries,,500650,B,500650.BO,500650.BO,symbol,210,2026-07-17,
BSE,STOCK,EXCELSOFT,Excelsoft Technologies,,544617,B,EXCELSOFT.BO,EXCELSOFT.BO,data_symbol,193,2026-09-03,
BSE,STOCK,EXHICON,Exhicon Events Media Solutions,,543895,M,EXHICON.BO,EXHICON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EXICOM,Exicom Tele-Systems,,544133,B,EXICOM.BO,EXICOM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EXPLEOSOL,Expleo Solutions,,533121,B,EXPLEOSOL.BO,EXPLEOSOL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EXPLICITFIN,Explicit Finance,,530571,X,EXPLICITFIN.BO,EXPLICITFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EXPOEAPL,Expo Engineering & Projects,,526614,XT,EXPOEAPL.BO,EXPOEAPL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EXXARO,Exxaro Tiles,,543327,B,EXXARO.BO,EXXARO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,EY,Eyantra Ventures,,512099,XT,EY.BO,EY.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FAALCON,Faalcon Concepts,,544164,MT,FAALCON.BO,FAALCON.BO,data_symbol,250,2026-09-03,
BSE,STOCK,FABCLEAN,Fabtech Technologies,,544332,MT,FABCLEAN.BO,FABCLEAN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FABINO,Fabino Enterprises,,543444,M,FABINO.BO,FABINO.BO,data_symbol,250,2026-09-03,
BSE,STOCK,FABTECH,Fabtech Technologies,,544558,B,FABTECH.BO,FABTECH.BO,data_symbol,227,2026-09-03,
BSE,STOCK,FACORALL,Facor Alloys,,532656,XT,FACORALL.BO,FACORALL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FACT,Fertilisers & Chemical Travancore,,590024,B,FACT.BO,FACT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FAIRCHEMOR,Fairchem Organics,,543252,T,FAIRCHEMOR.BO,FAIRCHEMOR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FAMILYCARE,Family Care Hospitals,,516110,X,FAMILYCARE.BO,FAMILYCARE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FAZE3Q,Faze Three,,530079,B,FAZE3Q.BO,FAZE3Q.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FCL,Fineotex Chemical,,533333,B,FCL.BO,FCL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FDC,FDC,,531599,B,FDC.BO,FDC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FEDDERSHOL,Fedders Holding,,511628,B,FEDDERSHOL.BO,FEDDERSHOL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FEDERALBNK,Federal Bank,,500469,A,500469.BO,500469.BO,symbol,210,2026-07-17,
BSE,STOCK,FEDFINA,Fedbank Financial Services,,544027,B,FEDFINA.BO,FEDFINA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FEL,Future Enterprises,,523574,Z,FEL.BO,FEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FELDVR,Future Enterprises DVR,,570002,Z,FELDVR.BO,FELDVR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FERMENTA,Fermenta Biotech,,506414,B,FERMENTA.BO,FERMENTA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FERVENTSYN,Fervent Synergies,,533896,X,FERVENTSYN.BO,FERVENTSYN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,FFPL,Foundry Fuel Products,,513579,Z,FFPL.BO,FFPL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,FGP,FGP,,500142,X,FGP.BO,FGP.BO,data_symbol,249,2026-09-03,
