variant,symbol,exchange,signal_date,entry_date,exit_date,direction,entry_price,stop_loss,target,exit_price,exit_reason,holding_days,gross_pnl_pct,net_pnl_pct,regime
EMA_MACD,COALINDIA,BSE,2025-08-22,2025-08-25,2025-09-03,SHORT,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,COALINDIA,BSE,2025-09-05,2025-09-08,2025-09-22,LONG,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.36876440601167904,0.21876440601167904,NEUTRAL
EMA_MACD,COALINDIA,BSE,2025-10-23,2025-10-24,2025-10-29,LONG,392.5,382.6875,412.125,382.6875,STOP_LOSS,4,-2.500000000000002,-2.650000000000002,BULL
EMA_MACD,COALINDIA,BSE,2025-11-04,2025-11-06,2025-11-17,SHORT,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4390243902438935,-2.5890243902438934,BULL
EMA_MACD,COALINDIA,BSE,2025-11-19,2025-11-20,2025-12-04,SHORT,379.7999877929688,389.294987487793,360.80998840332035,379.0499877929688,TIME_EXIT,11,0.19786308512155237,0.04786308512155238,BULL
EMA_MACD,COALINDIA,BSE,2026-02-25,2026-02-26,2026-02-27,LONG,439.7999877929688,428.8049880981446,461.78998718261727,428.8049880981446,STOP_LOSS,2,-2.500000000000002,-2.650000000000002,NEUTRAL
EMA_MACD,COALINDIA,BSE,2026-04-24,2026-04-27,2026-04-29,LONG,459.7000122070313,448.2075119018555,482.68501281738287,482.68501281738287,TARGET,3,5.000000000000004,4.850000000000004,BEAR
EMA_MACD,COALINDIA,BSE,2026-06-01,2026-06-02,2026-06-09,LONG,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.500000000000002,-2.650000000000002,BEAR
EMA_MACD,COALINDIA,BSE,2026-06-12,2026-06-15,2026-06-17,SHORT,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.4390243902438824,-2.5890243902438823,BEAR
CURRENT,TATASTEEL,BSE,2024-12-19,2024-12-20,2024-12-30,SHORT,143.25,146.83124999999998,136.0875,136.0875,TARGET,6,5.263157894736836,5.113157894736836,NEUTRAL
CURRENT,TATASTEEL,BSE,2025-06-27,2025-06-30,2025-07-15,LONG,161.0,156.975,169.05,159.0500030517578,TIME_EXIT,11,-1.2111782287218542,-1.3611782287218541,BULL
CURRENT,TATASTEEL,BSE,2025-08-28,2025-08-29,2025-09-02,SHORT,154.25,158.10625,146.5375,158.10625,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,NEUTRAL
CURRENT,TATASTEEL,BSE,2025-09-04,2025-09-05,2025-09-19,LONG,166.8000030517578,162.63000297546387,175.1400032043457,171.5,TIME_EXIT,11,2.8177439222131007,2.6677439222131007,NEUTRAL
EMA_MACD,TATASTEEL,BSE,2024-12-19,2024-12-20,2024-12-30,SHORT,143.25,146.83124999999998,136.0875,136.0875,TARGET,6,5.263157894736836,5.113157894736836,NEUTRAL
EMA_MACD,TATASTEEL,BSE,2025-06-27,2025-06-30,2025-07-15,LONG,161.0,156.975,169.05,159.0500030517578,TIME_EXIT,11,-1.2111782287218542,-1.3611782287218541,BULL
EMA_MACD,TATASTEEL,BSE,2025-08-21,2025-08-22,2025-08-26,LONG,161.39999389648438,157.36499404907227,169.4699935913086,157.36499404907227,STOP_LOSS,3,-2.500000000000002,-2.650000000000002,NEUTRAL
EMA_MACD,TATASTEEL,BSE,2025-09-04,2025-09-05,2025-09-19,LONG,166.8000030517578,162.63000297546387,175.1400032043457,171.5,TIME_EXIT,11,2.8177439222131007,2.6677439222131007,NEUTRAL
EMA_MACD,TATASTEEL,BSE,2026-04-08,2026-04-09,2026-04-21,LONG,203.6999969482422,198.60749702453612,213.8849967956543,213.8849967956543,TARGET,8,5.000000000000004,4.850000000000004,BEAR
EMA_MACD,MEESHO,BSE,2026-06-25,2026-06-26,2026-06-29,LONG,186.4499969482422,181.78874702453612,195.7724967956543,181.78874702453612,STOP_LOSS,2,-2.500000000000002,-2.650000000000002,BEAR
EMA_MACD,MEESHO,BSE,2026-08-04,2026-08-05,2026-08-06,LONG,192.85000610351562,188.02875595092772,202.4925064086914,188.02875595092772,STOP_LOSS,2,-2.5000000000000133,-2.6500000000000132,BULL
CURRENT,VMM,BSE,2025-02-17,2025-02-18,2025-02-28,SHORT,103.9499969482422,106.54874687194825,98.75249710083008,98.75249710083008,TARGET,8,5.2631578947368585,5.113157894736858,NEUTRAL
CURRENT,VMM,BSE,2026-01-06,2026-01-07,2026-01-20,SHORT,131.1999969482422,134.47999687194823,124.63999710083007,124.63999710083007,TARGET,9,5.263157894736836,5.113157894736836,BULL
CURRENT,VMM,BSE,2026-03-04,2026-03-05,2026-03-09,SHORT,113.0,115.82499999999999,107.35,107.35,TARGET,3,5.2631578947368585,5.113157894736858,BEAR
EMA_MACD,VMM,BSE,2025-02-17,2025-02-18,2025-02-28,SHORT,103.9499969482422,106.54874687194825,98.75249710083008,98.75249710083008,TARGET,8,5.2631578947368585,5.113157894736858,NEUTRAL
EMA_MACD,VMM,BSE,2026-01-06,2026-01-07,2026-01-20,SHORT,131.1999969482422,134.47999687194823,124.63999710083007,124.63999710083007,TARGET,9,5.263157894736836,5.113157894736836,BULL
EMA_MACD,VMM,BSE,2026-03-04,2026-03-05,2026-03-09,SHORT,113.0,115.82499999999999,107.35,107.35,TARGET,3,5.2631578947368585,5.113157894736858,BEAR
EMA_MACD,VMM,BSE,2026-07-08,2026-07-09,2026-07-17,SHORT,116.5,119.4125,110.675,110.675,TARGET,7,5.263157894736836,5.113157894736836,NEUTRAL
CURRENT,URBANCO,BSE,2026-01-20,2026-01-21,2026-01-21,SHORT,124.3499984741211,127.45874843597412,118.13249855041504,127.45874843597412,STOP_LOSS,1,-2.4390243902438935,-2.5890243902438934,BEAR
CURRENT,URBANCO,BSE,2026-08-03,2026-08-04,2026-08-04,LONG,148.0,144.29999999999998,155.4,144.29999999999998,STOP_LOSS,1,-2.5000000000000133,-2.6500000000000132,BULL
EMA_MACD,URBANCO,BSE,2026-01-20,2026-01-21,2026-01-21,SHORT,124.3499984741211,127.45874843597412,118.13249855041504,127.45874843597412,STOP_LOSS,1,-2.4390243902438935,-2.5890243902438934,BEAR
EMA_MACD,URBANCO,BSE,2026-08-03,2026-08-04,2026-08-04,LONG,148.0,144.29999999999998,155.4,144.29999999999998,STOP_LOSS,1,-2.5000000000000133,-2.6500000000000132,BULL
CURRENT,TENNIND,BSE,2026-08-31,2026-09-01,2026-09-02,SHORT,539.0999755859375,552.5774749755859,512.1449768066406,512.1449768066406,TARGET,2,5.2631578947368585,5.113157894736858,NEUTRAL
EMA_MACD,TENNIND,BSE,2026-04-09,2026-04-10,2026-04-13,LONG,564.4500122070312,550.3387619018555,592.6725128173829,550.3387619018555,STOP_LOSS,2,-2.499999999999991,-2.649999999999991,BEAR
EMA_MACD,TENNIND,BSE,2026-07-14,2026-07-15,2026-07-23,SHORT,570.0,584.25,541.5,541.5,TARGET,7,5.263157894736836,5.113157894736836,NEUTRAL
EMA_MACD,TENNIND,BSE,2026-08-14,2026-08-17,2026-08-18,SHORT,544.3499755859375,557.9587249755859,517.1324768066406,557.9587249755859,STOP_LOSS,2,-2.4390243902439046,-2.5890243902439045,NEUTRAL
EMA_MACD,TENNIND,BSE,2026-08-27,2026-08-28,2026-09-02,SHORT,547.5499877929688,561.238737487793,520.1724884033202,520.1724884033202,TARGET,4,5.2631578947368585,5.113157894736858,NEUTRAL
CURRENT,ZEEL,BSE,2025-01-13,2025-01-14,2025-01-14,SHORT,120.9499969482422,123.97374687194825,114.90249710083009,123.97374687194825,STOP_LOSS,1,-2.4390243902438935,-2.5890243902438934,NEUTRAL
CURRENT,ZEEL,BSE,2025-05-09,2025-05-12,2025-05-14,LONG,118.0500030517578,115.09875297546385,123.95250320434569,123.95250320434569,TARGET,3,5.000000000000004,4.850000000000004,NEUTRAL
CURRENT,ZEEL,BSE,2025-09-29,2025-09-30,2025-10-15,SHORT,112.9499969482422,115.77374687194825,107.30249710083008,109.9499969482422,TIME_EXIT,11,2.7285130361688115,2.5785130361688116,BULL
CURRENT,ZEEL,BSE,2026-03-02,2026-03-04,2026-03-09,SHORT,83.0,85.07499999999999,78.85,78.85,TARGET,4,5.2631578947368585,5.113157894736858,BEAR
CURRENT,ZEEL,BSE,2026-06-01,2026-06-02,2026-06-03,LONG,94.4000015258789,92.04000148773193,99.12000160217285,92.04000148773193,STOP_LOSS,2,-2.500000000000002,-2.650000000000002,BEAR
CURRENT,ZEEL,BSE,2026-08-05,2026-08-06,2026-08-11,SHORT,95.0999984741211,97.47749843597411,90.34499855041504,90.34499855041504,TARGET,4,5.263157894736836,5.113157894736836,BULL
CURRENT,ZEEL,BSE,2026-08-31,2026-09-01,2026-09-04,SHORT,94.48999786376952,96.85224781036375,89.76549797058104,91.33999633789062,TIME_EXIT,4,3.448655191780614,3.298655191780614,NEUTRAL
EMA_MACD,ZEEL,BSE,2025-01-13,2025-01-14,2025-01-14,SHORT,120.9499969482422,123.97374687194825,114.90249710083009,123.97374687194825,STOP_LOSS,1,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,ZEEL,BSE,2025-05-09,2025-05-12,2025-05-14,LONG,118.0500030517578,115.09875297546385,123.95250320434569,123.95250320434569,TARGET,3,5.000000000000004,4.850000000000004,NEUTRAL
EMA_MACD,ZEEL,BSE,2025-09-29,2025-09-30,2025-10-15,SHORT,112.9499969482422,115.77374687194825,107.30249710083008,109.9499969482422,TIME_EXIT,11,2.7285130361688115,2.5785130361688116,BULL
EMA_MACD,ZEEL,BSE,2026-03-02,2026-03-04,2026-03-09,SHORT,83.0,85.07499999999999,78.85,78.85,TARGET,4,5.2631578947368585,5.113157894736858,BEAR
EMA_MACD,ZEEL,BSE,2026-05-29,2026-06-01,2026-06-01,LONG,94.1999969482422,91.84499702453614,98.90999679565432,98.90999679565432,TARGET,1,5.000000000000004,4.850000000000004,BEAR
EMA_MACD,ZEEL,BSE,2026-07-21,2026-07-22,2026-07-23,LONG,107.0500030517578,104.37375297546384,112.40250320434569,104.37375297546384,STOP_LOSS,2,-2.5000000000000133,-2.6500000000000132,NEUTRAL
EMA_MACD,ZEEL,BSE,2026-08-05,2026-08-06,2026-08-11,SHORT,95.0999984741211,97.47749843597411,90.34499855041504,90.34499855041504,TARGET,4,5.263157894736836,5.113157894736836,BULL
EMA_MACD,ZEEL,BSE,2026-08-21,2026-08-24,2026-08-24,LONG,109.1999969482422,106.46999702453614,114.65999679565432,106.46999702453614,STOP_LOSS,1,-2.500000000000002,-2.650000000000002,NEUTRAL
EMA_MACD,ZEEL,BSE,2026-08-31,2026-09-01,2026-09-04,SHORT,94.48999786376952,96.85224781036375,89.76549797058104,91.33999633789062,TIME_EXIT,4,3.448655191780614,3.298655191780614,NEUTRAL
CURRENT,ETERNAL,BSE,2025-03-26,2025-03-27,2025-03-28,SHORT,204.25,209.35625,194.0375,209.35625,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,NEUTRAL
CURRENT,ETERNAL,BSE,2025-06-05,2025-06-06,2025-06-12,LONG,257.95001220703125,251.50126190185546,270.84751281738284,251.50126190185546,STOP_LOSS,5,-2.500000000000002,-2.650000000000002,NEUTRAL
CURRENT,ETERNAL,BSE,2026-01-23,2026-01-27,2026-01-29,SHORT,260.8999938964844,267.42249374389644,247.85499420166013,267.42249374389644,STOP_LOSS,3,-2.4390243902438824,-2.5890243902438823,BEAR
CURRENT,ETERNAL,BSE,2026-02-24,2026-02-25,2026-03-02,SHORT,255.5,261.8875,242.725,242.725,TARGET,4,5.263157894736836,5.113157894736836,NEUTRAL
CURRENT,ETERNAL,BSE,2026-06-11,2026-06-12,2026-06-15,SHORT,239.6999969482422,245.6924968719482,227.71499710083006,245.6924968719482,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,BEAR
CURRENT,ETERNAL,BSE,2026-06-19,2026-06-22,2026-06-23,LONG,265.8500061035156,259.2037559509277,279.1425064086914,259.2037559509277,STOP_LOSS,2,-2.5000000000000133,-2.6500000000000132,BEAR
EMA_MACD,ETERNAL,BSE,2025-03-26,2025-03-27,2025-03-28,SHORT,204.25,209.35625,194.0375,209.35625,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,ETERNAL,BSE,2025-06-03,2025-06-04,2025-06-05,LONG,236.1999969482422,230.29499702453612,248.0099967956543,248.0099967956543,TARGET,2,5.000000000000004,4.850000000000004,NEUTRAL
EMA_MACD,ETERNAL,BSE,2026-01-22,2026-01-23,2026-01-23,SHORT,276.04998779296875,282.9512374877929,262.2474884033203,262.2474884033203,TARGET,1,5.2631578947368585,5.113157894736858,NEUTRAL
EMA_MACD,ETERNAL,BSE,2026-02-19,2026-02-20,2026-02-24,SHORT,269.5,276.23749999999995,256.025,256.025,TARGET,3,5.2631578947368585,5.113157894736858,NEUTRAL
EMA_MACD,ETERNAL,BSE,2026-05-14,2026-05-15,2026-05-26,SHORT,244.6999969482422,250.8174968719482,232.46499710083006,250.8174968719482,STOP_LOSS,8,-2.4390243902438935,-2.5890243902438934,BEAR
EMA_MACD,ETERNAL,BSE,2026-05-27,2026-05-28,2026-05-29,LONG,256.54998779296875,250.13623809814453,269.3774871826172,250.13623809814453,STOP_LOSS,2,-2.500000000000002,-2.650000000000002,BEAR
EMA_MACD,ETERNAL,BSE,2026-06-10,2026-06-11,2026-06-15,SHORT,238.4499969482422,244.4112468719482,226.52749710083006,244.4112468719482,STOP_LOSS,3,-2.4390243902438935,-2.5890243902438934,BEAR
EMA_MACD,ETERNAL,BSE,2026-06-17,2026-06-18,2026-07-01,LONG,256.8999938964844,250.47749404907225,269.7449935913086,269.7449935913086,TARGET,10,5.000000000000004,4.850000000000004,BEAR
CURRENT,PINELABS,BSE,2026-05-14,2026-05-15,2026-05-18,SHORT,156.6999969482422,160.61749687194822,148.86499710083007,148.86499710083007,TARGET,2,5.2631578947368585,5.113157894736858,BEAR
CURRENT,PINELABS,BSE,2026-07-08,2026-07-09,2026-07-10,SHORT,143.0,146.575,135.85,146.575,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PINELABS,BSE,2026-01-29,2026-01-30,2026-01-30,SHORT,223.4499969482422,229.03624687194824,212.27749710083006,229.03624687194824,STOP_LOSS,1,-2.4390243902439046,-2.5890243902439045,NEUTRAL
EMA_MACD,PINELABS,BSE,2026-05-14,2026-05-15,2026-05-18,SHORT,156.6999969482422,160.61749687194822,148.86499710083007,148.86499710083007,TARGET,2,5.2631578947368585,5.113157894736858,BEAR
EMA_MACD,PINELABS,BSE,2026-07-08,2026-07-09,2026-07-10,SHORT,143.0,146.575,135.85,146.575,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PINELABS,BSE,2026-07-22,2026-07-23,2026-07-23,SHORT,146.35000610351562,150.0087562561035,139.03250579833983,150.0087562561035,STOP_LOSS,1,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PINELABS,BSE,2026-08-10,2026-08-11,2026-08-11,LONG,162.35000610351562,158.29125595092773,170.4675064086914,170.4675064086914,TARGET,1,5.000000000000004,4.850000000000004,BULL
CURRENT,PFC,BSE,2024-12-23,2024-12-24,2025-01-03,SHORT,457.3500061035156,468.78375625610346,434.48250579833984,468.78375625610346,STOP_LOSS,8,-2.4390243902438935,-2.5890243902438934,NEUTRAL
CURRENT,PFC,BSE,2025-04-21,2025-04-22,2025-04-23,LONG,436.1000061035156,425.19750595092773,457.9050064086914,425.19750595092773,STOP_LOSS,2,-2.500000000000002,-2.650000000000002,NEUTRAL
CURRENT,PFC,BSE,2025-06-09,2025-06-10,2025-06-12,LONG,435.0,424.125,456.75,424.125,STOP_LOSS,3,-2.500000000000002,-2.650000000000002,NEUTRAL
CURRENT,PFC,BSE,2025-06-19,2025-06-20,2025-06-20,SHORT,398.9500122070313,408.9237625122071,379.0025115966797,408.9237625122071,STOP_LOSS,1,-2.4390243902439046,-2.5890243902439045,NEUTRAL
CURRENT,PFC,BSE,2025-06-30,2025-07-01,2025-07-02,LONG,428.6499938964844,417.93374404907223,450.0824935913086,417.93374404907223,STOP_LOSS,2,-2.5000000000000133,-2.6500000000000132,BULL
CURRENT,PFC,BSE,2025-08-21,2025-08-22,2025-08-29,SHORT,400.7000122070313,410.71751251220707,380.66501159667973,380.66501159667973,TARGET,5,5.263157894736836,5.113157894736836,NEUTRAL
CURRENT,PFC,BSE,2025-11-06,2025-11-07,2025-11-07,SHORT,384.5499877929688,394.163737487793,365.32248840332034,394.163737487793,STOP_LOSS,1,-2.4390243902439046,-2.5890243902439045,BULL
CURRENT,PFC,BSE,2026-01-28,2026-01-29,2026-02-02,LONG,383.7000122070313,374.1075119018555,402.8850128173829,374.1075119018555,STOP_LOSS,3,-2.500000000000002,-2.650000000000002,NEUTRAL
CURRENT,PFC,BSE,2026-04-10,2026-04-13,2026-04-15,LONG,424.5,413.8875,445.725,445.725,TARGET,2,5.000000000000004,4.850000000000004,BEAR
CURRENT,PFC,BSE,2026-08-10,2026-08-11,2026-08-20,SHORT,386.0,395.65,366.7,366.7,TARGET,8,5.263157894736836,5.113157894736836,BULL
EMA_MACD,PFC,BSE,2024-12-23,2024-12-24,2025-01-03,SHORT,457.3500061035156,468.78375625610346,434.48250579833984,468.78375625610346,STOP_LOSS,8,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PFC,BSE,2025-04-16,2025-04-17,2025-04-22,LONG,422.5,411.9375,443.625,443.625,TARGET,3,5.000000000000004,4.850000000000004,NEUTRAL
EMA_MACD,PFC,BSE,2025-05-19,2025-05-20,2025-05-20,LONG,419.5,409.0125,440.475,409.0125,STOP_LOSS,1,-2.500000000000002,-2.650000000000002,NEUTRAL
EMA_MACD,PFC,BSE,2025-05-21,2025-05-22,2025-05-22,LONG,413.7000122070313,403.3575119018555,434.3850128173829,403.3575119018555,STOP_LOSS,1,-2.500000000000002,-2.650000000000002,NEUTRAL
EMA_MACD,PFC,BSE,2025-05-23,2025-05-26,2025-05-28,SHORT,406.8500061035156,417.02125625610347,386.5075057983398,417.02125625610347,STOP_LOSS,3,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PFC,BSE,2025-06-03,2025-06-04,2025-06-06,SHORT,408.5,418.7125,388.075,418.7125,STOP_LOSS,3,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PFC,BSE,2025-06-18,2025-06-19,2025-06-20,SHORT,395.8999938964844,405.79749374389644,376.10499420166013,405.79749374389644,STOP_LOSS,2,-2.4390243902438935,-2.5890243902438934,NEUTRAL
EMA_MACD,PFC,BSE,2025-06-26,2025-06-27,2025-07-04,LONG,423.0,412.425,444.15000000000003,412.425,STOP_LOSS,6,-2.500000000000002,-2.650000000000002,BULL
EMA_MACD,PFC,BSE,2025-08-19,2025-08-20,2025-08-26,SHORT,411.0,421.275,390.45,390.45,TARGET,5,5.263157894736836,5.113157894736836,NEUTRAL
