variant,exchange,symbol,trades,wins,losses,win_rate_pct,avg_net_pct,profit_factor,compounded_return_pct,max_drawdown_pct
LONG_RSI_ZONE,NSE,PWL,1,1,0,100.0,4.850000000000005,inf,4.849999999999999,0.0
LONG_RSI_ZONE,NSE,SAIL,4,2,2,50.0,1.1000000000000019,1.8301886792452822,4.185860086756277,-2.650000000000008
LONG_RSI_ZONE,NSE,SWIGGY,2,0,2,0.0,-2.6500000000000012,0.0,-5.229775000000004,-2.649999999999997
LONG_RSI_ZONE,NSE,TATASTEEL,4,2,2,50.0,0.7430998792406182,1.8443119496024862,2.845276910119665,-2.6499999999999857
LONG_RSI_ZONE,NSE,TFCILTD,3,1,2,33.33333333333333,-0.14999999999999178,0.9150943396226459,-0.6334190874999757,-5.2297749999999805
LONG_RSI_ZONE,NSE,UJJIVANSFB,7,4,3,57.14285714285714,1.066566950954518,1.9391155542995768,7.2649502224190865,-2.650000000000008
LONG_RSI_ZONE,NSE,URBANCO,2,0,2,0.0,-2.650000000000004,0.0,-5.229775000000004,-2.650000000000008
LONG_RSI_ZONE,NSE,VEDL,6,1,5,16.666666666666664,-1.399999999999994,0.36603773584905763,-8.325570900514611,-7.741185962499964
LONG_RSI_ZONE,NSE,VMM,3,3,0,100.0,4.850000000000008,inf,15.267083412499982,0.0
LONG_RSI_ZONE,NSE,ZEEL,7,5,2,71.42857142857143,2.001597091172498,3.643618799661795,14.501839718905106,-2.650000000000019
