exchange,instrument_type,symbol,name,isin,series,data_symbol
NSE,STOCK,ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,EQ,ECOSMOBLTY.NS
NSE,STOCK,EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,EQ,EDELWEISS.NS
NSE,STOCK,EFCIL,EFC (I) Limited,INE886D01026,EQ,EFCIL.NS
NSE,STOCK,EICHERMOT,Eicher Motors Limited,INE066A01021,EQ,EICHERMOT.NS
NSE,STOCK,EIDPARRY,EID Parry India Limited,INE126A01031,EQ,EIDPARRY.NS
NSE,STOCK,EIEL,Enviro Infra Engineers Limited,INE0LLY01014,EQ,EIEL.NS
NSE,STOCK,EIFFL,Euro India Fresh Foods Limited,INE546V01010,BE,EIFFL.NS
NSE,STOCK,EIHAHOTELS,EIH Associated Hotels Limited,INE276C01014,EQ,EIHAHOTELS.NS
NSE,STOCK,EIHOTEL,EIH Limited,INE230A01023,EQ,EIHOTEL.NS
NSE,STOCK,EIMCOELECO,Eimco Elecon (India) Limited,INE158B01016,EQ,EIMCOELECO.NS
NSE,STOCK,EKC,Everest Kanto Cylinder Limited,INE184H01027,EQ,EKC.NS
NSE,STOCK,EKI,EKI Energy Services Limited,INE0CPR01018,EQ,EKI.NS
NSE,STOCK,ELANTAS,Elantas Beck India Limited,INE280B01018,EQ,ELANTAS.NS
NSE,STOCK,ELCIDIN,EL CID Investments Limited,INE927X01018,EQ,ELCIDIN.NS
NSE,STOCK,ELDEHSG,Eldeco Housing And Industries Limited,INE668G01021,EQ,ELDEHSG.NS
NSE,STOCK,ELECON,Elecon Engineering Company Limited,INE205B01031,EQ,ELECON.NS
NSE,STOCK,ELECTCAST,Electrosteel Castings Limited,INE086A01029,EQ,ELECTCAST.NS
NSE,STOCK,ELECTHERM,Electrotherm (India) Limited,INE822G01016,EQ,ELECTHERM.NS
NSE,STOCK,ELGIEQUIP,Elgi Equipments Limited,INE285A01027,EQ,ELGIEQUIP.NS
NSE,STOCK,ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,EQ,ELGIRUBCO.NS
NSE,STOCK,ELIN,Elin Electronics Limited,INE050401020,EQ,ELIN.NS
NSE,STOCK,ELITECON,Elitecon International Limited,INE669R01026,EQ,ELITECON.NS
NSE,STOCK,ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,EQ,ELLEN.NS
NSE,STOCK,ELPROINTL,Elpro International Limited,INE579B01039,EQ,ELPROINTL.NS
NSE,STOCK,EMAMILTD,Emami Limited,INE548C01032,EQ,EMAMILTD.NS
NSE,STOCK,EMAMIPAP,Emami Paper Mills Limited,INE830C01026,BE,EMAMIPAP.NS
NSE,STOCK,EMAMIREAL,Emami Realty Limited,INE778K01012,EQ,EMAMIREAL.NS
NSE,STOCK,EMBDL,Embassy Developments Limited,INE069I01010,EQ,EMBDL.NS
NSE,STOCK,EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,EQ,EMCURE.NS
NSE,STOCK,EMIL,Electronics Mart India Limited,INE02YR01019,EQ,EMIL.NS
NSE,STOCK,EMKAY,Emkay Global Financial Services Limited,INE296H01011,EQ,EMKAY.NS
NSE,STOCK,EMMBI,Emmbi Industries Limited,INE753K01015,BE,EMMBI.NS
NSE,STOCK,EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,EQ,EMMVEE.NS
NSE,STOCK,EMPIND,Empire Industries Limited,INE515H01014,EQ,EMPIND.NS
NSE,STOCK,EMPOWER,Empower India Limited,INE507F01023,EQ,EMPOWER.NS
NSE,STOCK,EMSLIMITED,EMS Limited,INE0OV601013,EQ,EMSLIMITED.NS
NSE,STOCK,EMUDHRA,eMudhra Limited,INE01QM01018,EQ,EMUDHRA.NS
NSE,STOCK,ENDURANCE,Endurance Technologies Limited,INE913H01037,EQ,ENDURANCE.NS
NSE,STOCK,ENERGYDEV,Energy Development Company Limited,INE306C01019,EQ,ENERGYDEV.NS
NSE,STOCK,ENGINERSIN,Engineers India Limited,INE510A01028,EQ,ENGINERSIN.NS
NSE,STOCK,ENIL,Entertainment Network (India) Limited,INE265F01028,EQ,ENIL.NS
NSE,STOCK,ENKEIWHEL,Enkei Wheels (India) Limited,INE130L01014,EQ,ENKEIWHEL.NS
NSE,STOCK,ENRIN,Siemens Energy India Limited,INE1NPP01017,EQ,ENRIN.NS
NSE,STOCK,ENTERO,Entero Healthcare Solutions Limited,INE010601016,EQ,ENTERO.NS
NSE,STOCK,EPACK,EPACK Durable Limited,INE0G5901015,EQ,EPACK.NS
NSE,STOCK,EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,EQ,EPACKPEB.NS
NSE,STOCK,EPIGRAL,Epigral Limited,INE071N01016,EQ,EPIGRAL.NS
NSE,STOCK,EPL,EPL Limited,INE255A01020,EQ,EPL.NS
NSE,STOCK,EQUIPPP,Equippp Social Impact Technologies Limited,INE217G01035,BE,EQUIPPP.NS
NSE,STOCK,EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,EQ,EQUITASBNK.NS
NSE,STOCK,ERIS,Eris Lifesciences Limited,INE406M01024,EQ,ERIS.NS
NSE,STOCK,ESABINDIA,Esab India Limited,INE284A01012,EQ,ESABINDIA.NS
NSE,STOCK,ESAFSFB,ESAF Small Finance Bank Limited,INE818W01011,BE,ESAFSFB.NS
NSE,STOCK,ESCORTS,Escorts Kubota Limited,INE042A01014,EQ,ESCORTS.NS
NSE,STOCK,ESDS,ESDS Software Solution Limited,INE0DRI01029,EQ,ESDS.NS
NSE,STOCK,ESSARSHPNG,Essar Shipping Limited,INE122M01019,EQ,ESSARSHPNG.NS
NSE,STOCK,ESSENTIA,Integra Essentia Limited,INE418N01035,EQ,ESSENTIA.NS
NSE,STOCK,ESTER,Ester Industries Limited,INE778B01029,EQ,ESTER.NS
NSE,STOCK,ETERNAL,ETERNAL LIMITED,INE758T01015,EQ,ETERNAL.NS
NSE,STOCK,ETHOSLTD,Ethos Limited,INE04TZ01018,EQ,ETHOSLTD.NS
NSE,STOCK,EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,EQ,EUREKAFORB.NS
NSE,STOCK,EUROBOND,Euro Panel Products Limited,INE505V01016,EQ,EUROBOND.NS
NSE,STOCK,EUROPRATIK,Euro Pratik Sales Limited,INE198501012,EQ,EUROPRATIK.NS
NSE,STOCK,EUROTEXIND,Eurotex Industries and Exports Limited,INE022C01012,BE,EUROTEXIND.NS
NSE,STOCK,EVEREADY,Eveready Industries India Limited,INE128A01029,EQ,EVEREADY.NS
NSE,STOCK,EVERESTIND,Everest Industries Limited,INE295A01018,BE,EVERESTIND.NS
NSE,STOCK,EXCELINDUS,Excel Industries Limited,INE369A01029,EQ,EXCELINDUS.NS
NSE,STOCK,EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,EQ,EXCELSOFT.NS
NSE,STOCK,EXICOM,Exicom Tele-Systems Limited,INE777F01014,EQ,EXICOM.NS
NSE,STOCK,EXIDEIND,Exide Industries Limited,INE302A01020,EQ,EXIDEIND.NS
NSE,STOCK,EXPLEOSOL,Expleo Solutions Limited,INE201K01015,EQ,EXPLEOSOL.NS
NSE,STOCK,EXXARO,Exxaro Tiles Limited,INE0GFE01026,EQ,EXXARO.NS
NSE,STOCK,FABTECH,Fabtech Technologies Limited,INE0HF201011,EQ,FABTECH.NS
NSE,STOCK,FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,EQ,FACT.NS
NSE,STOCK,FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011,BE,FAIRCHEMOR.NS
NSE,STOCK,FAZE3Q,Faze Three Limited,INE963C01033,EQ,FAZE3Q.NS
NSE,STOCK,FCL,Fineotex Chemical Limited,INE045J01034,EQ,FCL.NS
NSE,STOCK,FCSSOFT,FCS Software Solutions Limited,INE512B01022,EQ,FCSSOFT.NS
NSE,STOCK,FDC,FDC Limited,INE258B01022,EQ,FDC.NS
NSE,STOCK,FEDDERSHOL,Fedders Holding Limited,INE417D01020,EQ,FEDDERSHOL.NS
NSE,STOCK,FEDERALBNK,The Federal Bank  Limited,INE171A01029,EQ,FEDERALBNK.NS
NSE,STOCK,FEDFINA,Fedbank Financial Services Limited,INE007N01010,EQ,FEDFINA.NS
NSE,STOCK,FEL,Future Enterprises Limited,INE623B01027,BZ,FEL.NS
NSE,STOCK,FELDVR,Future Enterprises Limited,IN9623B01058,BZ,FELDVR.NS
NSE,STOCK,FERMENTA,Fermenta Biotech Limited,INE225B01021,EQ,FERMENTA.NS
NSE,STOCK,FIBERWEB,Fiberweb (India) Limited,INE296C01020,EQ,FIBERWEB.NS
NSE,STOCK,FIEMIND,Fiem Industries Limited,INE737H01014,EQ,FIEMIND.NS
NSE,STOCK,FILATEX,Filatex India Limited,INE816B01035,EQ,FILATEX.NS
NSE,STOCK,FILATFASH,Filatex Fashions Limited,INE185E01021,EQ,FILATFASH.NS
NSE,STOCK,FINCABLES,Finolex Cables Limited,INE235A01022,EQ,FINCABLES.NS
NSE,STOCK,FINEORG,Fine Organic Industries Limited,INE686Y01026,EQ,FINEORG.NS
NSE,STOCK,FINKURVE,Finkurve Financial Services Limited,INE734I01027,EQ,FINKURVE.NS
NSE,STOCK,FINOPB,Fino Payments Bank Limited,INE02NC01014,EQ,FINOPB.NS
NSE,STOCK,FINPIPE,Finolex Industries Limited,INE183A01024,EQ,FINPIPE.NS
NSE,STOCK,FIRSTCRY,Brainbees Solutions Limited,INE02RE01045,EQ,FIRSTCRY.NS
NSE,STOCK,FISCHER,Fischer Medical Ventures Limited,INE771F01041,EQ,FISCHER.NS
NSE,STOCK,FIVESTAR,Five-Star Business Finance Limited,INE128S01021,EQ,FIVESTAR.NS
NSE,STOCK,FLAIR,Flair Writing Industries Limited,INE00Y201027,EQ,FLAIR.NS
NSE,STOCK,FLEXITUFF,Flexituff Ventures International Limited,INE060J01017,BE,FLEXITUFF.NS
NSE,STOCK,FLFL,Future Lifestyle Fashions Limited,INE452O01016,BZ,FLFL.NS
NSE,STOCK,FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,EQ,FLUOROCHEM.NS
NSE,STOCK,FMGOETZE,Federal-Mogul Goetze (India) Limited.,INE529A01010,EQ,FMGOETZE.NS
NSE,STOCK,FMNL,Future Market Networks Limited,INE360L01017,EQ,FMNL.NS
NSE,STOCK,FOCUS,Focus Lighting and Fixtures Limited,INE593W01028,BE,FOCUS.NS
NSE,STOCK,FOODSIN,Foods & Inns Limited,INE976E01023,EQ,FOODSIN.NS
NSE,STOCK,FORCEMOT,FORCE MOTORS LTD,INE451A01017,EQ,FORCEMOT.NS
NSE,STOCK,FORTIS,Fortis Healthcare Limited,INE061F01013,EQ,FORTIS.NS
NSE,STOCK,FOSECOIND,Foseco India Limited,INE519A01011,EQ,FOSECOIND.NS
NSE,STOCK,FRACTAL,Fractal Analytics Limited,INE212S01015,EQ,FRACTAL.NS
NSE,STOCK,FREDUN,Fredun Pharmaceuticals Limited,INE194R01017,EQ,FREDUN.NS
NSE,STOCK,FRONTSP,Frontier Springs Limited,INE572D01014,EQ,FRONTSP.NS
NSE,STOCK,FSL,Firstsource Solutions Limited,INE684F01012,EQ,FSL.NS
NSE,STOCK,FUSION,Fusion Finance Limited,INE139R01012,EQ,FUSION.NS
NSE,STOCK,GABRIEL,Gabriel India Limited,INE524A01029,EQ,GABRIEL.NS
NSE,STOCK,GAEL,Gujarat Ambuja Exports Limited,INE036B01030,EQ,GAEL.NS
NSE,STOCK,GAIL,GAIL (India) Limited,INE129A01019,EQ,GAIL.NS
NSE,STOCK,GAJA,Gaja Alternative Asset Management Limited,INE18UN01038,EQ,GAJA.NS
NSE,STOCK,GALAPREC,Gala Precision Engineering Limited,INE0RE001014,EQ,GALAPREC.NS
NSE,STOCK,GALAXYSURF,Galaxy Surfactants Limited,INE600K01018,EQ,GALAXYSURF.NS
NSE,STOCK,GALLANTT,Gallantt Ispat Limited,INE297H01019,EQ,GALLANTT.NS
NSE,STOCK,GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049,EQ,GANDHAR.NS
NSE,STOCK,GANDHITUBE,Gandhi Special Tubes Limited,INE524B01027,EQ,GANDHITUBE.NS
NSE,STOCK,GANECOS,Ganesha Ecosphere Limited,INE845D01014,EQ,GANECOS.NS
NSE,STOCK,GANESHBE,Ganesh Benzoplast Limited,INE388A01029,BE,GANESHBE.NS
NSE,STOCK,GANESHCP,Ganesh Consumer Products Limited,INE652V01016,EQ,GANESHCP.NS
NSE,STOCK,GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,EQ,GANESHHOU.NS
NSE,STOCK,GANGAFORGE,Ganga Forging Limited,INE691Z01023,EQ,GANGAFORGE.NS
NSE,STOCK,GANGESSECU,Ganges Securities Limited,INE335W01016,EQ,GANGESSECU.NS
NSE,STOCK,GARFIBRES,Garware Technical Fibres Limited,INE276A01018,EQ,GARFIBRES.NS
NSE,STOCK,GARUDA,Garuda Construction and Engineering Limited,INE0JVO01026,EQ,GARUDA.NS
NSE,STOCK,GATECH,GACM Technologies Limited,INE224E01028,BE,GATECH.NS
NSE,STOCK,GATECHDVR,GACM Technologies Limited,INE224E01036,BE,GATECHDVR.NS
NSE,STOCK,GATEWAY,Gateway Distriparks Limited,INE079J01017,EQ,GATEWAY.NS
NSE,STOCK,GAUDIUMIVF,Gaudium IVF and Women Health Limited,INE0P8B01020,BE,GAUDIUMIVF.NS
NSE,STOCK,GAYAHWS,Gayatri Highways Limited,INE287Z01012,EQ,GAYAHWS.NS
NSE,STOCK,GAYAPROJ,Gayatri Projects Limited,INE336H01023,EQ,GAYAPROJ.NS
NSE,STOCK,GCSL,Gretex Corporate Services Limited,INE199P01028,EQ,GCSL.NS
NSE,STOCK,GEECEE,GeeCee Ventures Limited,INE916G01016,BE,GEECEE.NS
NSE,STOCK,GEEKAYWIRE,Geekay Wires Limited,INE669X01032,EQ,GEEKAYWIRE.NS
NSE,STOCK,GEMAROMA,Gem Aromatics Limited,INE06XZ01023,EQ,GEMAROMA.NS
NSE,STOCK,GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,EQ,GENCON.NS
NSE,STOCK,GENESYS,Genesys International Corporation Limited,INE727B01026,EQ,GENESYS.NS
NSE,STOCK,GENSOL,Gensol Engineering Limited,INE06H201014,BZ,GENSOL.NS
NSE,STOCK,GENUSPAPER,Genus Paper & Boards Limited,INE949P01018,EQ,GENUSPAPER.NS
NSE,STOCK,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029,EQ,GENUSPOWER.NS
NSE,STOCK,GEOJITFSL,Geojit Financial Services Limited,INE007B01023,EQ,GEOJITFSL.NS
NSE,STOCK,GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,EQ,GESHIP.NS
NSE,STOCK,GFLLIMITED,GFL Limited,INE538A01037,EQ,GFLLIMITED.NS
NSE,STOCK,GHCL,GHCL Limited,INE539A01019,EQ,GHCL.NS
NSE,STOCK,GHCLTEXTIL,GHCL Textiles Limited,INE0PA801013,EQ,GHCLTEXTIL.NS
NSE,STOCK,GICHSGFIN,GIC Housing Finance Limited,INE289B01019,EQ,GICHSGFIN.NS
NSE,STOCK,GICL,Globe International Carriers Limited,INE947T01022,EQ,GICL.NS
NSE,STOCK,GICRE,General Insurance Corporation of India,INE481Y01014,EQ,GICRE.NS
NSE,STOCK,GILLANDERS,Gillanders Arbuthnot & Company Limited,INE047B01011,EQ,GILLANDERS.NS
NSE,STOCK,GILLETTE,Gillette India Limited,INE322A01010,EQ,GILLETTE.NS
NSE,STOCK,GINNIFILA,Ginni Filaments Limited,INE424C01010,BE,GINNIFILA.NS
NSE,STOCK,GIPCL,Gujarat Industries Power Company Limited,INE162A01010,EQ,GIPCL.NS
NSE,STOCK,GKB,GKB Ophthalmics Limited,INE265D01015,EQ,GKB.NS
NSE,STOCK,GKENERGY,GK Energy Limited,INE1AG301022,EQ,GKENERGY.NS
NSE,STOCK,GKSL,Gujarat Kidney And Super Speciality Limited,INE0V0W01025,EQ,GKSL.NS
NSE,STOCK,GKWLIMITED,GKW Limited,INE528A01020,EQ,GKWLIMITED.NS
NSE,STOCK,GLAND,Gland Pharma Limited,INE068V01023,EQ,GLAND.NS
NSE,STOCK,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,EQ,GLAXO.NS
NSE,STOCK,GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,EQ,GLENMARK.NS
NSE,STOCK,GLFL,Gujarat Lease Financing Limited,INE540A01017,EQ,GLFL.NS
NSE,STOCK,GLOBAL,Global Education Limited,INE291W01037,EQ,GLOBAL.NS
NSE,STOCK,GLOBALE,Globale Tessile Limited,INE0URU01010,EQ,GLOBALE.NS
NSE,STOCK,GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019,EQ,GLOBALVECT.NS
NSE,STOCK,GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,INE581X01021,EQ,GLOBE.NS
NSE,STOCK,GLOBECIVIL,Globe Civil Projects Limited,INE0V3U01015,EQ,GLOBECIVIL.NS
NSE,STOCK,GLOBUSSPR,Globus Spirits Limited,INE615I01010,EQ,GLOBUSSPR.NS
NSE,STOCK,GLOSTERLTD,Gloster Limited,INE350Z01018,EQ,GLOSTERLTD.NS
NSE,STOCK,GLOTTIS,Glottis Limited,INE0TQE01026,EQ,GLOTTIS.NS
NSE,STOCK,GMBREW,GM Breweries Limited,INE075D01018,EQ,GMBREW.NS
NSE,STOCK,GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,EQ,GMDCLTD.NS
NSE,STOCK,GMMPFAUDLR,GMM Pfaudler Limited,INE541A01023,EQ,GMMPFAUDLR.NS
NSE,STOCK,GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,EQ,GMRAIRPORT.NS
NSE,STOCK,GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,EQ,GMRP&UI.NS
NSE,STOCK,GNA,GNA Axles Limited,INE934S01014,EQ,GNA.NS
NSE,STOCK,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,EQ,GNFC.NS
NSE,STOCK,GNRL,Gujarat Natural Resources Limited,INE207H01018,EQ,GNRL.NS
NSE,STOCK,GOACARBON,Goa Carbon Limited,INE426D01013,EQ,GOACARBON.NS
NSE,STOCK,GOCLCORP,GOCL Corporation Limited,INE077F01035,EQ,GOCLCORP.NS
NSE,STOCK,GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,EQ,GOCOLORS.NS
NSE,STOCK,GODAVARIB,Godavari Biorefineries Limited,INE497S01012,EQ,GODAVARIB.NS
NSE,STOCK,GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,EQ,GODFRYPHLP.NS
NSE,STOCK,GODIGIT,Go Digit General Insurance Limited,INE03JT01014,EQ,GODIGIT.NS
NSE,STOCK,GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ,GODREJAGRO.NS
NSE,STOCK,GODREJCP,Godrej Consumer Products Limited,INE102D01028,EQ,GODREJCP.NS
NSE,STOCK,GODREJIND,Godrej Industries Limited,INE233A01035,EQ,GODREJIND.NS
NSE,STOCK,GODREJPROP,Godrej Properties Limited,INE484J01027,EQ,GODREJPROP.NS
NSE,STOCK,GOKEX,Gokaldas Exports Limited,INE887G01027,EQ,GOKEX.NS
NSE,STOCK,GOKUL,Gokul Refoils and Solvent Limited,INE020J01029,EQ,GOKUL.NS
NSE,STOCK,GOKULAGRO,Gokul Agro Resources Limited,INE314T01033,EQ,GOKULAGRO.NS
NSE,STOCK,GOLDENTOBC,Golden Tobacco Limited,INE973A01010,BZ,GOLDENTOBC.NS
NSE,STOCK,GOLDIAM,Goldiam International Limited,INE025B01025,EQ,GOLDIAM.NS
NSE,STOCK,GOLDTECH,AION-TECH SOLUTIONS LIMITED,INE805A01014,BE,GOLDTECH.NS
NSE,STOCK,GOODLUCK,Goodluck India Limited,INE127I01024,EQ,GOODLUCK.NS
NSE,STOCK,GOODYEAR,Goodyear India Limited,INE533A01012,EQ,GOODYEAR.NS
NSE,STOCK,GOPAL,Gopal Snacks Limited,INE0L9R01028,EQ,GOPAL.NS
NSE,STOCK,GOYALALUM,Goyal Aluminiums Limited,INE705X01026,EQ,GOYALALUM.NS
NSE,STOCK,GPIL,Godawari Power And Ispat limited,INE177H01039,EQ,GPIL.NS
NSE,STOCK,GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ,GPPL.NS
NSE,STOCK,GPTHEALTH,GPT Healthcare Limited,INE486R01017,EQ,GPTHEALTH.NS
NSE,STOCK,GPTINFRA,GPT Infraprojects Limited,INE390G01014,EQ,GPTINFRA.NS
NSE,STOCK,GRADIENTE,Gradiente Infotainment Limited,INE361K01017,EQ,GRADIENTE.NS
NSE,STOCK,GRANDOAK,Grand Oak Canyons Distillery Limited,INE926B01016,EQ,GRANDOAK.NS
NSE,STOCK,GRANULES,Granules India Limited,INE101D01020,EQ,GRANULES.NS
NSE,STOCK,GRAPHITE,Graphite India Limited,INE371A01025,EQ,GRAPHITE.NS
NSE,STOCK,GRASIM,Grasim Industries Limited,INE047A01021,EQ,GRASIM.NS
NSE,STOCK,GRAUWEIL,Grauer & Weil India Limited,INE266D01021,EQ,GRAUWEIL.NS
NSE,STOCK,GRAVISSHO,Graviss Hospitality Limited,INE214F01026,EQ,GRAVISSHO.NS
NSE,STOCK,GRAVITA,Gravita India Limited,INE024L01027,EQ,GRAVITA.NS
NSE,STOCK,GREAVESCOT,Greaves Cotton Limited,INE224A01026,EQ,GREAVESCOT.NS
NSE,STOCK,GREENLAM,Greenlam Industries Limited,INE544R01021,EQ,GREENLAM.NS
NSE,STOCK,GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,EQ,GREENPANEL.NS
NSE,STOCK,GREENPLY,Greenply Industries Limited,INE461C01038,EQ,GREENPLY.NS
NSE,STOCK,GREENPOWER,Orient Green Power Company Limited,INE999K01014,EQ,GREENPOWER.NS
NSE,STOCK,GRINDWELL,Grindwell Norton Limited,INE536A01023,EQ,GRINDWELL.NS
NSE,STOCK,GRINFRA,G R Infraprojects Limited,INE201P01022,EQ,GRINFRA.NS
NSE,STOCK,GRMOVER,GRM Overseas Limited,INE192H01020,EQ,GRMOVER.NS
NSE,STOCK,GROBTEA,The Grob Tea Company Limited,INE646C01018,EQ,GROBTEA.NS
NSE,STOCK,GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,EQ,GROWW.NS
NSE,STOCK,GRPLTD,GRP Limited,INE137I01015,EQ,GRPLTD.NS
NSE,STOCK,GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,EQ,GRSE.NS
NSE,STOCK,GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,EQ,GRWRHITECH.NS
NSE,STOCK,GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,EQ,GSFC.NS
NSE,STOCK,GSLSU,Global Surfaces Limited,INE0JSX01015,EQ,GSLSU.NS
NSE,STOCK,GSPCROP,GSP Crop Science Limited,INE713R01022,EQ,GSPCROP.NS
NSE,STOCK,GSS,GSS Infotech Limited,INE871H01011,EQ,GSS.NS
NSE,STOCK,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012,BE,GTECJAINX.NS
NSE,STOCK,GTL,GTL Limited,INE043A01012,EQ,GTL.NS
NSE,STOCK,GTLINFRA,GTL Infrastructure Limited,INE221H01019,EQ,GTLINFRA.NS
NSE,STOCK,GTPL,GTPL Hathway Limited,INE869I01013,EQ,GTPL.NS
NSE,STOCK,GUFICBIO,Gufic Biosciences Limited,INE742B01025,EQ,GUFICBIO.NS
NSE,STOCK,GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,EQ,GUJALKALI.NS
NSE,STOCK,GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,EQ,GUJAPOLLO.NS
NSE,STOCK,GUJENERGY,GUJARAT ENERGY LIMITED,INE844O01030,EQ,GUJENERGY.NS
NSE,STOCK,GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,EQ,GUJRAFFIA.NS
NSE,STOCK,GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,EQ,GUJTHEM.NS
NSE,STOCK,GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ,GULFOILLUB.NS
NSE,STOCK,GULFPETRO,GP Petroleums Limited,INE586G01017,BE,GULFPETRO.NS
NSE,STOCK,GULPOLY,Gulshan Polyols Limited,INE255D01024,EQ,GULPOLY.NS
NSE,STOCK,GVKPIL,GVK Power & Infrastructure Limited,INE251H01024,BE,GVKPIL.NS
NSE,STOCK,GVPIL,GE Power India Limited,INE878A01011,EQ,GVPIL.NS
NSE,STOCK,GVPTECH,GVP Infotech Limited,INE382T01030,BE,GVPTECH.NS
NSE,STOCK,GVT&D,GE Vernova T&D India Limited,INE200A01026,EQ,GVT&D.NS
NSE,STOCK,GYFTR,Gyftr Limited,INE724A01017,EQ,GYFTR.NS
NSE,STOCK,HAL,Hindustan Aeronautics Limited,INE066F01020,EQ,HAL.NS
NSE,STOCK,HALDER,Halder Venture Limited,INE115S01010,EQ,HALDER.NS
NSE,STOCK,HALDYNGL,Haldyn Glass Limited,INE506D01020,BE,HALDYNGL.NS
NSE,STOCK,HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,EQ,HALEOSLABS.NS
NSE,STOCK,HAMPTON,Hampton Sky Realty Limited,INE299D01022,EQ,HAMPTON.NS
NSE,STOCK,HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,EQ,HAPPSTMNDS.NS
NSE,STOCK,HAPPYFORGE,Happy Forgings Limited,INE330T01021,EQ,HAPPYFORGE.NS
NSE,STOCK,HARDWYN,Hardwyn India Limited,INE626Z01029,EQ,HARDWYN.NS
NSE,STOCK,HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,EQ,HARIOMPIPE.NS
NSE,STOCK,HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,EQ,HARRMALAYA.NS
NSE,STOCK,HARSHA,Harsha Engineers International Limited,INE0JUS01029,EQ,HARSHA.NS
NSE,STOCK,HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ,HATHWAY.NS
NSE,STOCK,HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ,HATSUN.NS
NSE,STOCK,HAVELLS,Havells India Limited,INE176B01034,EQ,HAVELLS.NS
NSE,STOCK,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,EQ,HAVISHA.NS
NSE,STOCK,HAWKINCOOK,Hawkins Cookers Limited,INE979B01015,EQ,HAWKINCOOK.NS
NSE,STOCK,HAZOOR,Hazoor Multi Projects Limited,INE550F01049,EQ,HAZOOR.NS
NSE,STOCK,HBESD,HB Estate Developers Limited,INE640B01021,EQ,HBESD.NS
NSE,STOCK,HBLENGINE,HBL Engineering Limited,INE292B01021,EQ,HBLENGINE.NS
NSE,STOCK,HBPOR,HB Portfolio Limited,INE638B01025,EQ,HBPOR.NS
NSE,STOCK,HBSL,HB Stockholdings Limited,INE550B01022,EQ,HBSL.NS
NSE,STOCK,HCC,Hindustan Construction Company Limited,INE549A01026,EQ,HCC.NS
NSE,STOCK,HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ,HCG.NS
NSE,STOCK,HCL-INSYS,HCL Infosystems Limited,INE236A01020,EQ,HCL-INSYS.NS
NSE,STOCK,HCLTECH,HCL Technologies Limited,INE860A01027,EQ,HCLTECH.NS
NSE,STOCK,HDBFS,HDB Financial Services Limited,INE756I01012,EQ,HDBFS.NS
NSE,STOCK,HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,EQ,HDFCAMC.NS
